DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer
-61	0	41	0	91371	1
-58	36	28	23	89562	0
-62	30	19	21	88383	0
-59	36	4	21	88662	0
-56	36	10	42	89067	0
-48	42	10	42	90336	0
-51	30	1	21	92496	0
-54	30	15	44	95502	0
-58	30	6	21	95799	0
-61	30	18	42	91227	0
-58	36	3	21	89247	0
-56	36	9	42	88806	0
-65	24	6	21	94413	0
-44	53	15	62	101748	0
-55	24	12	21	107580	0
-52	36	18	42	111243	0
-55	30	9	21	117435	0
-53	36	15	42	117066	0
-56	30	6	21	114168	0
-53	36	12	42	115131	0
-57	30	3	21	114042	0

-54	36	9	42	110397	0
-63	24	6	21	102792	0
-61	36	12	42	94494	0
-64	30	3	21	87222	0
-44	53	12	62	86232	0
-66	12	21	21	87933	0
-45	54	9	42	88176	0
-54	24	6	21	85098	0
-58	30	18	42	82938	0
-61	30	9	21	79689	0
-58	36	15	42	75882	0
-62	30	6	21	73569	0
-59	36	12	42	70959	0
-62	30	3	21	70356	0
-49	47	18	62	70410	0
-46	36	3	21	71427	0
-48	30	15	42	73785	0
-53	30	6	21	77403	0
-50	36	12	42	81048	0
-47	36	18	42	85791	0
-57	24	15	21	91650	0
-54	36	21	42	99822	0
-57	30	12	21	109506	0
-55	36	18	42	123429	0
-58	30	9	21	143283	0
-61	30	21	42	159492	0
-60	36	6	21	172812	0
-62	30	18	42	188229	0
-53	42	18	42	200037	0
-51	36	4	22	211467	0

-54	30	16	42	220728	0
-53	35	1	20	227856	0
-55	30	13	42	231339	0
-59	30	4	21	235020	0
-56	36	10	42	237288	0
-59	30	1	21	237000	0
-56	36	7	42	237423	0
-59	30	20	43	239367	0
-52	42	20	42	244866	0
-49	36	5	21	249987	0
-46	36	11	42	248691	0
-50	30	2	21	246585	0
-53	30	14	42	243147	0
-51	35	21	42	240618	0
-56	29	13	21	235218	0
-59	30	4	21	229953	0
-62	30	16	42	222096	0
-61	35	2	21	213501	0
-64	30	14	42	208029	0
-61	36	20	42	205689	0
-59	36	5	21	205176	0
-62	30	17	42	209235	0
-47	48	11	42	211476	0
-51	30	2	21	215940	0
-54	30	14	42	216291	0
-58	29	6	21	215031	0
-62	30	18	42	216939	0
-59	36	3	21	223239	0
-62	30	15	42	229404	0
-60	36	21	42	234804	0

-57	36	6	21	233814	0
-48	42	8	44	234930	0
-46	36	14	42	235200	0
-62	18	18	22	235551	0
-53	42	18	42	237603	0
-56	30	9	21	237612	0
-56	33	18	42	237432	0
-53	36	3	21	231015	0
-57	30	15	42	225480	0
-54	36	21	42	220620	0
-58	29	13	21	229890	0
-56	36	19	42	237648	0
-59	30	10	21	242400	0
-62	30	1	21	244695	0
-66	30	13	42	246324	0
-51	48	7	42	247179	0
-54	30	19	42	249033	0
-52	36	4	21	248799	0
-55	30	16	42	247953	0
-57	31	6	21	245901	0
-55	36	12	42	244155	0
-58	30	3	21	243210	0
-61	30	15	42	242067	0
-59	36	21	42	240744	0
-56	36	6	21	241761	0
-65	24	3	21	244632	0
-46	53	12	62	248394	0
-49	30	3	21	250941	0
-52	30	15	42	252390	0
-56	30	6	21	252561	0

-53	36	12	42	254262	0
-56	30	3	21	255927	0
-54	36	9	42	256503	0
-57	30	21	42	257304	0
-57	42	21	42	255927	0
-47	36	6	21	254991	0
-61	18	9	21	254712	0
-65	30	21	42	253947	0
-57	42	20	41	253389	0
-54	35	6	21	251940	0
-57	30	18	42	250590	0
-61	30	9	21	249483	0
-58	36	15	42	248466	0
-55	36	21	42	249357	0
-59	30	12	21	249888	0
-56	36	18	42	251301	0
-59	30	9	21	252588	0
-63	30	1	22	252588	0
-60	36	7	42	250563	0
-45	48	1	42	246864	0
-49	30	13	42	243840	0
-52	30	4	21	241266	0
-49	36	10	42	240051	0
-59	24	7	21	241851	0
-62	30	19	42	242706	0
-53	42	19	42	243714	0
-63	24	16	21	242490	0
-60	36	1	21	240888	0
-57	36	7	42	240411	0
-49	42	7	42	239106	0

-52	30	19	42	238638	0
-49	36	4	21	239061	0
-47	36	10	42	238575	0
-51	30	1	21	238557	0
