2	221086	0	0	11	0
2	444719	0	9	2	0
1	223462	0	28	13	39
1	223993	1	34	11	32
1	225658	0	33	10	32
1	228187	0	33	9	32
1	230923	0	33	8	32
1	234010	0	33	6	31
1	238483	0	33	6	33
1	243568	0	34	5	33

1	249148	0	33	5	33
1	255457	0	33	4	32
1	260938	1	35	15	46
1	264484	0	32	15	32
1	264997	0	33	10	28
1	261820	0	35	12	37
1	261280	0	32	12	32
1	262279	0	33	11	32
1	265474	0	34	9	32
1	267922	0	33	7	31
1	271135	0	33	6	32
1	272854	0	34	6	34
1	273997	0	33	4	31
1	274717	0	33	2	31
1	272035	0	35	15	48
1	269227	0	33	15	33
1	266149	0	32	15	32
1	260659	0	34	13	32
1	256843	0	33	12	32
1	254836	1	34	9	31
1	251218	0	33	8	32
1	247213	0	33	8	33
1	244837	1	34	6	32
1	241732	0	33	5	32
1	240049	1	34	3	32
1	238393	0	33	1	31
1	236503	0	34	15	48
1	235477	0	33	14	32
1	233362	0	33	13	32
1	229978	1	34	10	31

1	228016	0	32	9	31
1	225622	0	33	9	33
1	222085	0	34	7	32
1	220051	0	33	6	32
1	218197	0	33	6	33
1	216802	0	34	5	33
1	215200	0	33	1	29
1	213022	0	33	2	34
1	211807	0	34	16	48
1	209746	0	33	15	32
1	208315	0	33	14	32
1	206146	1	35	11	32
1	203788	0	32	11	32
1	200818	0	33	8	30
1	197551	0	34	6	32
1	194563	0	33	6	33
1	190963	0	33	4	31
1	187840	0	34	4	34
1	183439	0	33	3	32
1	178741	0	33	2	32
1	173485	1	35	12	45
1	167527	0	32	13	33
1	164782	0	33	13	33
1	162217	0	34	11	32
1	160003	0	33	10	32
1	156871	0	33	8	31
1	154405	0	34	6	32
1	153784	0	33	4	31
1	153037	0	33	5	34
1	152938	0	34	2	31

1	152092	0	33	15	46
1	151003	0	33	14	32
1	150490	1	35	12	33
1	149482	0	32	13	33
1	149257	0	33	10	30
1	148528	0	34	8	32
1	147412	0	33	7	32
1	146818	0	33	6	32
1	145927	0	34	6	34
1	145990	0	33	6	33
1	145036	0	33	4	31
1	144505	0	34	17	47
1	145036	0	32	15	30
1	145540	0	34	15	34
1	145504	0	34	11	30
1	144829	0	33	11	33
1	144226	0	32	11	32
1	143164	0	35	8	32
1	142264	0	32	7	31
1	141292	0	33	7	33
1	139834	0	35	6	34
1	138592	1	33	5	32
1	137314	0	33	2	30
1	136405	0	34	1	33
1	135694	0	33	1	33
1	134866	0	33	13	45
1	134326	0	34	12	33
1	134812	0	33	11	32
1	135676	0	33	10	32
1	136324	0	34	8	32
1	137152	0	33	7	32

1	138097	0	33	7	33
1	138700	0	34	6	33
1	139024	0	33	4	31
1	139033	0	33	2	31
1	138871	0	34	2	34
1	138934	0	33	1	32
1	138889	0	32	14	45
1	139735	0	35	12	33
1	140410	1	33	11	32
1	141058	1	33	8	30
1	142957	0	34	6	32
1	143839	0	33	6	33
1	145927	0	33	6	33
1	147448	0	34	6	34
1	150184	0	33	4	31
1	152884	0	33	3	32
1	154693	0	34	10	41
1	156871	0	33	14	37
1	158248	0	33	12	31
1	160768	0	34	11	33
1	162136	0	34	10	33
1	163342	0	32	8	30
1	163639	0	34	6	32
1	163081	0	33	6	33
1	162973	0	33	3	30
1	166204	1	35	4	36
1	165727	0	32	4	32
1	166699	0	34	15	45
1	167113	0	33	13	31
1	167797	0	33	13	33

1	167113	0	33	13	33
1	167923	0	34	9	30
1	167248	0	33	9	33
1	167410	0	33	8	32
1	166285	0	34	6	32
1	165637	0	33	6	33
1	165160	0	33	5	32
1	165412	0	34	2	31
1	165448	0	33	17	48
1	164485	0	33	1	17
1	164404	0	34	13	46
1	163693	0	33	13	33
1	161731	0	33	10	30
1	160075	0	34	9	33
1	156799	0	33	8	32
1	153667	0	33	8	33
1	150814	0	34	6	32
1	148114	0	33	6	33
1	145882	0	33	4	31
1	144127	0	34	1	31
1	143686	0	33	1	33
1	142462	0	33	1	33
1	142183	0	34	13	46
1	142444	0	33	13	33
1	144154	0	33	11	31
1	145450	0	34	9	32
1	147745	0	33	8	32
1	149104	0	33	7	32
1	151444	0	34	6	33
1	153478	0	33	6	33

1	153910	0	33	4	31
1	154990	0	34	4	34
1	154972	0	33	2	31
1	154009	0	33	15	46
1	153109	0	34	12	31
1	152632	0	33	8	29
1	151921	0	33	12	37
1	150976	0	34	7	29
1	150400	0	33	7	33
1	150040	0	33	6	32
1	148546	0	34	4	32
1	146647	0	33	3	32
1	144082	0	33	2	32
1	142777	0	34	16	48
1	140932	0	33	16	33
1	138376	0	33	16	33
1	137134	0	34	12	30
1	137800	0	33	7	28
1	140311	0	33	9	35
1	143821	0	34	8	33
1	148105	0	33	7	32
1	150391	0	32	8	33
1	151624	0	35	4	31
1	153019	0	33	3	32
1	154477	0	33	2	32
1	156160	0	34	1	33
1	156970	0	33	1	33
1	157897	0	33	13	45
1	158662	0	34	12	33
1	160219	0	33	10	31

1	160786	0	33	9	32
1	161263	0	34	7	32
1	161830	0	33	6	32
1	163288	0	33	6	33
1	167536	0	34	4	32
1	168841	0	33	18	47
1	167050	0	33	3	18
1	162685	0	34	15	46
1	157510	0	33	13	31
1	154279	0	33	13	33
1	153442	0	34	12	33
1	154270	0	33	9	30
1	158032	0	33	8	32
1	163873	0	34	6	32
1	167698	0	33	7	34
1	166744	0	33	5	31
1	165214	0	34	5	34
1	163162	0	33	3	31
1	160714	0	33	2	32
1	158824	0	34	14	46
1	160156	0	33	10	29
1	165286	0	33	11	34
1	170650	0	34	9	32
1	175267	0	33	8	32
1	176959	0	33	7	32
1	178660	0	34	6	33
1	179776	0	33	4	31
1	179524	0	33	4	33
1	179398	0	34	3	33
1	178669	0	33	1	31

1	177715	0	33	15	47
1	176536	0	34	14	33
1	176023	0	33	12	31
1	176464	0	33	10	31
1	175951	0	34	8	32
1	175663	0	33	9	34
1	175123	0	33	8	32
1	175429	0	34	7	33
1	174520	0	33	6	32
1	174952	0	33	4	31
1	174988	0	34	17	47
1	174592	0	33	1	17
1	174493	0	33	14	46
1	174745	0	34	13	33
1	174718	0	33	11	31
1	174925	0	33	11	33
1	175240	0	34	9	32
1	174421	0	33	8	32
1	174862	0	33	7	32
1	174457	0	34	4	31
1	174178	0	33	5	34
1	174664	1	34	4	33
1	174340	0	33	0	29
1	175069	0	33	13	46
1	174520	0	33	14	34
1	174430	0	34	10	30
1	174736	0	33	9	32
1	174448	0	33	8	32
1	174295	0	34	6	32
1	174016	0	33	6	33
1	173989	0	33	6	33

1	173746	0	34	4	32
1	174007	0	33	4	33
1	174637	0	33	3	32
1	174745	0	34	14	45
1	174529	0	33	15	34
1	174484	0	33	13	31
1	173359	0	34	12	33
1	172252	0	33	9	30
1	171379	1	34	7	32
1	170560	0	33	7	33
1	168913	0	33	7	33
1	166771	0	33	6	32
1	165034	0	34	4	32
1	161002	1	33	2	31
1	156727	0	33	0	31
1	153352	0	34	15	49
1	149311	0	33	13	31
1	144577	0	33	11	31
1	139078	0	34	9	32
1	132967	0	33	8	32
1	129088	0	33	7	32
1	126937	0	34	6	33
1	125164	0	33	6	33
1	125245	0	33	5	32
1	121051	0	34	3	32
1	116398	0	33	2	32
1	111304	0	33	16	47
1	108190	0	34	17	35
1	107587	1	43	3	29

1	104068	0	23	13	33
1	102682	0	34	10	31
1	102232	0	33	9	32
1	98641	0	33	8	32
1	98542	1	34	6	32
1	98002	0	32	5	31
1	96724	0	33	6	34
1	94843	0	35	4	33
1	92638	1	33	2	31
1	90577	0	33	1	32
1	90208	1	34	14	47
1	89785	0	33	13	32
1	88444	0	33	10	30
1	87310	0	34	8	32
1	87148	0	33	7	32
1	86464	0	33	6	32
1	85060	0	34	6	34
1	85627	0	33	4	31
1	85150	0	33	4	33
1	85222	0	34	3	33
1	84349	0	33	16	46
1	84340	0	33	1	18
1	83944	0	34	13	46
1	85096	0	33	14	34
1	84385	0	33	9	28
1	85006	0	34	9	34
1	85393	0	32	9	32
1	85132	0	34	7	32
1	84637	0	34	4	31
1	84259	0	33	3	32
1	84241	0	33	2	32

1	83449	0	34	17	49
1	84664	0	33	1	17
1	85438	0	33	15	47
1	86446	0	34	12	31
1	86482	0	33	13	34
1	88255	0	33	9	29
1	89200	0	34	7	32
1	88426	0	33	7	33
1	88885	0	33	7	33
1	88768	0	34	6	33
1	90208	0	34	4	32
1	89650	0	31	2	29
1	90253	0	37	14	49
1	90631	1	31	0	17
1	91648	0	32	14	46
1	91414	0	34	13	33
1	91909	0	34	9	30
1	91243	0	33	8	32
1	89803	0	33	7	32
1	91495	0	34	6	33
1	90064	0	33	7	34
1	90415	0	34	4	31
1	89551	0	33	3	32
1	89353	0	33	1	31
1	88912	0	34	17	50
1	89119	0	33	14	30
1	90676	0	33	14	33
1	90991	0	34	10	30
1	91279	0	33	10	33
1	90820	0	33	9	32

1	90469	0	34	7	32
1	90064	0	33	6	32
1	89452	0	32	7	33
1	89614	0	35	4	32
1	89029	0	32	3	31
1	88750	0	34	0	31
1	89344	0	34	13	47
1	88093	0	33	15	35
1	87976	0	33	12	30
1	88606	0	34	11	33
1	88480	0	33	8	30
1	88066	0	33	7	32
1	91657	0	34	6	33
1	91477	0	33	5	32
1	91324	0	33	6	34
1	91711	1	34	1	29
1	91990	1	33	0	32
1	91189	0	33	1	34
1	90982	0	34	13	46
1	90937	0	33	11	31
1	91369	0	33	11	33
1	90082	0	34	10	33
1	90019	0	33	7	30
1	89155	0	33	7	33
1	86284	0	34	7	34
1	85177	0	33	5	31
1	82486	0	33	4	32
1	81469	0	34	3	33
