DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer	RemotePort	LocalPort
16	0	1	0	221078	0	51773	48004
8	1	8	8	223625	0	51772	48003
17	37	1	30	223454	0	51773	48004
14	30	1	30	223985	0	51773	48004
12	32	5	36	225650	0	51773	48004
11	32	3	30	228179	0	51773	48004
10	32	1	30	230915	0	51773	48004
8	31	6	36	234002	0	51773	48004
7	32	4	30	238475	0	51773	48004
6	33	1	30	243560	0	51773	48004
7	34	3	36	249140	0	51773	48004
5	31	2	30	255449	0	51773	48004
17	46	4	48	260930	0	51773	48004
17	33	1	30	264476	0	51773	48004
12	28	3	30	264989	0	51773	48004
15	38	1	36	261812	0	51773	48004
13	30	1	30	261272	0	51773	48004
13	33	3	35	262271	0	51773	48004
10	31	2	30	265466	0	51773	48004
9	32	6	36	267914	0	51773	48004
8	32	4	30	271127	0	51773	48004
7	33	1	30	272846	0	51773	48004
6	32	5	36	273989	0	51773	48004
3	30	5	30	274709	0	51773	48004
17	49	4	48	272027	0	51773	48004
17	33	1	30	269219	0	51773	48004
17	32	5	36	266141	0	51773	48004
15	32	3	30	260651	0	51773	48004
13	31	2	30	256835	0	51773	48004
11	31	1	30	254828	0	51773	48004

9	32	5	36	251210	0	51773	48004
9	33	2	30	247205	0	51773	48004
8	32	6	36	244829	0	51773	48004
7	33	3	30	241724	0	51773	48004
5	31	2	30	240041	0	51773	48004
2	31	1	30	238385	0	51773	48004
16	48	1	48	236495	0	51773	48004
15	32	5	36	235469	0	51773	48004
14	32	3	30	233354	0	51773	48004
13	32	1	30	229970	0	51773	48004
11	31	5	35	228008	0	51773	48004
10	32	3	30	225614	0	51773	48004
8	32	1	30	222077	0	51773	48004
7	32	5	36	220043	0	51773	48004
7	33	2	30	218189	0	51773	48004
7	34	4	36	216794	0	51773	48004
3	29	5	30	215192	0	51773	48004
3	33	2	30	213014	0	51773	48004
17	48	2	48	211799	0	51773	48004
16	32	6	36	209738	0	51773	48004
15	32	4	30	208307	0	51773	48004
13	32	2	30	206138	0	51773	48004
12	32	6	36	203780	0	51773	48004
11	32	5	31	200810	0	51773	48004
7	30	5	30	197543	0	51773	48004
7	33	2	30	194555	0	51773	48004
5	31	1	30	190955	0	51773	48004
5	34	3	36	187832	0	51773	48004
5	33	6	36	183431	0	51773	48004
3	31	5	30	178733	0	51773	48004

14	45	2	42	173477	0	51773	48004
15	34	4	36	167519	0	51773	48004
14	32	2	30	164774	0	51773	48004
12	32	6	36	162209	0	51773	48004
11	32	4	30	159995	0	51773	48004
10	32	1	29	156863	0	51773	48004
7	31	6	36	154397	0	51773	48004
5	31	5	30	153776	0	51773	48004
6	34	1	30	153029	0	51773	48004
4	32	6	37	152930	0	51773	48004
16	45	3	42	152084	0	51773	48004
15	32	1	30	150995	0	51773	48004
14	33	4	36	150482	0	51773	48004
14	33	1	30	149474	0	51773	48004
11	30	1	30	149249	0	51773	48004
9	32	5	36	148520	0	51773	48004
9	33	2	30	147404	0	51773	48004
7	31	1	30	146810	0	51773	48004
7	34	2	35	145919	0	51773	48004
7	33	5	36	145982	0	51773	48004
5	31	4	30	145028	0	51773	48004
18	47	4	47	144497	0	51773	48004
16	30	4	30	145028	0	51773	48004
17	35	5	36	145532	0	51773	48004
12	29	6	30	145496	0	51773	48004
12	33	3	30	144821	0	51773	48004
12	32	1	30	144218	0	51773	48004
9	32	4	35	143156	0	51773	48004
8	31	3	30	142256	0	51773	48004
8	33	6	36	141284	0	51773	48004

8	35	1	30	139826	0	51773	48004
7	31	6	36	138584	0	51773	48004
4	31	5	30	137306	0	51773	48004
2	32	3	30	136397	0	51773	48004
2	33	6	36	135686	0	51773	48004
14	45	3	42	134858	0	51773	48004
13	33	6	36	134318	0	51773	48004
12	32	4	30	134804	0	51773	48004
11	32	2	30	135668	0	51773	48004
9	32	6	36	136316	0	51773	48004
8	32	4	30	137144	0	51773	48004
9	34	1	31	138089	0	51773	48004
7	32	5	36	138692	0	51773	48004
5	31	4	30	139016	0	51773	48004
3	31	3	30	139025	0	51773	48004
3	34	5	36	138863	0	51773	48004
2	32	3	30	138926	0	51773	48004
15	45	5	47	138881	0	51773	48004
14	34	1	30	139727	0	51773	48004
13	31	6	36	140402	0	51773	48004
10	30	6	30	141050	0	51773	48004
7	32	4	30	142949	0	51773	48004
7	33	1	30	143831	0	51773	48004
7	33	4	36	145919	0	51773	48004
7	34	6	36	147440	0	51773	48004
6	32	4	30	150176	0	51773	48004
4	31	3	30	152876	0	51773	48004
11	41	4	42	154685	0	51773	48004
15	37	3	36	156863	0	51773	48004
13	31	2	30	158240	0	51773	48004

12	33	5	36	160760	0	51773	48004
11	33	2	30	162128	0	51773	48004
10	31	1	30	163334	0	51773	48004
7	31	6	36	163631	0	51773	48004
7	33	2	29	163073	0	51773	48004
