DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer
235	0	486	0	124248	1
626	486	31	31	124041	2
609	15	47	31	123879	2
692	16	62	31	124356	1
740	15	79	32	124176	0

779	172	0	93	124167	0
869	157	0	157	124050	0
976	140	16	156	124113	1
1057	16	31	31	124464	0
1067	109	16	94	124041	0
1144	110	31	125	123906	0
1204	93	0	62	123924	0
1264	94	0	94	124131	0
1325	94	0	94	124338	0

1401	109	16	125	124203	0
1461	94	16	94	124059	0
1522	94	16	94	123978	0
1583	94	16	94	124140	0
1659	110	0	94	123888	0
1720	94	31	125	124023	0
1781	94	0	63	124320	0
1990	376	34	410	124725	1

2091	34	32	32	124635	0
2182	125	0	93	124554	0
2239	157	0	157	124194	0
2266	93	0	93	123996	0
2564	32	0	32	124239	0
2362	31	31	62	124662	0
2609	47	15	31	124527	0
2538	62	16	63	124725	0
2586	282	15	281	124329	0
2745	125	16	126	124122	1
2794	16	32	32	124194	1
2843	16	47	31	124257	0

2991	314	15	282	124113	0
2955	31	16	32	124140	1
3070	16	31	31	124122	1
3018	15	47	31	124230	0
3266	313	15	281	123780	1
3214	15	32	32	123879	0
3279	32	31	31	123726	0
3494	281	0	250	123789	0
3476	16	15	31	123807	1

3425	15	31	31	123843	0
3583	125	31	125	124149	0
3561	78	16	63	124059	0
3635	141	31	156	123969	1
3751	16	46	31	124266	0
3810	125	15	94	124203	0
3803	93	16	94	123987	0
3922	188	16	188	124707	0
4040	16	31	31	124140	1
3988	15	47	31	123627	0

4171	283	15	251	124284	0
4167	62	16	63	123996	0
4247	47	0	31	124068	0
4330	16	15	31	124167	0
4477	315	16	316	124104	0
4443	32	15	31	124176	0
4524	47	0	32	124221	0
4605	15	16	31	123924	0
4832	360	0	344	124149	0
4780	15	16	31	124437	1
4763	16	31	31	124509	1

4861	31	31	31	124509	0
4964	203	16	188	124500	0
5053	188	15	187	124833	1
5132	15	32	32	124824	0
5147	47	16	31	124041	0
5206	125	16	125	124149	0
5329	157	15	156	124410	0
5293	31	15	31	124770	0
5531	203	0	188	124797	0

5478	48	15	63	124581	1
5526	15	32	32	124419	0
5522	63	31	62	124401	0
5614	125	31	125	124428	0
5690	109	16	94	124653	0
5766	110	31	125	124554	0
5826	93	35	97	124365	0
5891	98	32	95	124833	0
5951	94	31	93	124869	0
6028	110	15	94	124914	0
6104	109	33	127	125436	0

6164	96	31	94	125499	0
6227	94	31	94	125499	0
6303	109	16	94	125445	0
6363	94	15	93	126111	0
6426	96	16	97	126399	0
6503	110	0	94	126984	0
6564	95	31	126	127137	0
6640	109	16	94	127488	0
6701	94	15	93	127380	0
6776	109	32	126	127290	0
6837	94	0	62	127569	0

6912	109	16	125	127290	0
6973	94	16	94	127632	0
7034	94	15	93	127857	0
7112	110	0	95	127731	0
7171	93	0	93	127686	0
7249	111	16	127	127839	0
7326	110	31	125	127695	0
7384	93	32	94	128163	0
7461	110	15	93	127938	0
7522	93	16	94	127920	0

7597	110	0	94	127758	0
7673	109	16	125	128415	0
7750	110	31	125	128451	0
7809	93	32	94	128496	0
7871	95	31	94	127893	0
7947	109	16	94	127731	0
8023	110	31	125	127992	0
8085	95	32	96	128190	0
8147	95	31	94	128379	0
8222	109	16	94	127974	0

8283	94	15	93	128190	0
8359	109	32	126	128217	0
8419	94	31	93	127956	0
8494	109	16	94	127839	0
8560	98	16	98	128343	0
8636	110	31	125	128469	0
8696	93	32	94	128082	0
8773	110	15	93	128460	0
8833	94	15	94	128766	0

8909	109	31	125	128316	0
8970	94	31	94	128469	0
9044	109	16	94	128019	0
9122	109	32	125	128262	0
9183	94	31	93	128055	0
9242	94	0	63	128118	0
9318	109	16	125	127992	0
9395	110	0	94	128451	0
9454	93	0	93	128001	0
9531	110	15	125	128019	0

9596	98	32	115	127794	0
9656	94	0	62	128442	0
9782	159	31	190	127830	0
9795	46	16	31	128010	0
9871	110	31	125	128433	0
9933	95	31	95	127902	0
10010	110	15	94	128235	0
10069	93	16	94	127371	0
10146	110	31	125	127632	0
10206	93	32	94	127650	0

10285	113	15	96	127938	0
10377	125	16	126	127623	0
10422	78	31	93	127335	0
10482	94	31	94	127884	0
10558	109	16	94	127560	0
10635	110	31	125	127371	0
10699	98	31	98	127191	0
10759	93	31	93	127182	0
10836	110	15	94	126894	0
10895	93	16	94	126948	0

10972	110	31	125	126219	0
11032	94	31	94	126381	0
11108	109	16	94	125778	0
11170	94	15	93	125760	0
11230	94	15	94	126120	0
11306	110	31	126	125544	0
11366	93	31	93	126129	0
11443	110	15	94	125481	0
11502	93	16	94	125814	0
11563	94	16	94	125382	0

11643	113	31	128	125778	0
11703	94	31	94	125751	0
11779	109	18	96	125724	0
11842	96	15	93	125526	0
11902	94	15	94	125184	0
11979	110	31	126	125445	0
12040	94	31	94	125202	0
12100	94	31	94	125643	0
12176	109	16	94	125661	0
12240	97	15	96	125445	0
12299	93	16	94	125499	0

12376	110	31	125	125724	0
12437	94	31	94	125616	0
12512	109	18	96	125580	0
12576	97	15	94	125886	0
12636	93	16	94	125679	0
12696	95	30	109	125823	0
12772	108	16	94	125805	0
12866	127	16	127	125625	0
12909	78	32	94	125643	0
12989	112	16	96	126273	0

13051	94	16	94	125823	0
13110	94	15	93	125427	0
13186	109	32	126	125148	0
13248	94	31	93	125292	0
13341	128	32	129	125121	0
13386	79	15	62	124797	0
13447	93	16	94	124887	0
13523	110	31	125	124635	0
13583	93	32	94	124437	0
13647	97	31	96	124851	0

13722	109	16	94	124752	0
13783	94	16	94	124419	0
13844	94	16	94	124428	0
13919	109	32	125	124860	0
13980	94	31	93	124419	0
14041	94	31	94	124428	0
14116	109	16	94	124446	0
14177	94	16	94	124599	0
14238	94	15	93	124554	0
14313	109	31	125	124653	0

14373	94	31	94	124581	0
14437	97	31	97	124626	0
14498	94	31	94	124473	0
14558	93	32	94	124617	0
14635	110	15	93	124707	0
14695	94	15	94	124797	0
14771	109	31	125	124896	0
14832	94	31	94	125139	0
14891	93	32	94	125526	0
14967	110	15	93	125472	0

15030	94	16	95	124365	0
15089	94	16	94	124707	0
15151	94	16	94	124527	0
15226	109	32	125	124671	0
15286	94	31	93	124446	0
15365	112	16	97	124986	0
15427	95	15	94	124401	0
15487	94	15	94	124194	0
15563	109	31	125	124365	0
15624	94	33	96	124563	0

15702	112	15	94	124860	0
15762	93	16	94	124716	0
15823	94	16	94	124824	0
15899	110	33	127	124662	0
16169	471	31	469	124122	0
16368	31	31	31	124608	1
16317	16	47	32	124284	2
16266	15	63	31	124527	1
16382	16	78	31	124473	0
16339	125	16	63	124428	0

16471	31	16	31	124347	0
16679	375	16	375	124221	0
16662	16	31	31	124203	1
16645	16	46	31	124833	1
16761	15	63	32	124284	0
16873	313	31	281	124158	0
16937	31	31	31	124005	0
17001	31	31	31	124608	0
16964	63	31	63	123825	0

17163	265	16	250	123969	0
17161	32	15	31	124338	0
17159	31	15	31	123915	0
17274	15	32	32	124140	0
17436	329	15	312	124140	0
17432	62	16	63	124320	0
17548	16	31	31	124842	1
17496	15	47	31	124986	0
17710	314	16	283	124554	0
17759	16	31	31	124347	1
17674	16	47	32	124185	0

17818	109	31	93	123897	0
17954	203	16	188	124518	0
18015	94	16	94	124257	0
17964	16	31	31	124518	0
18056	125	31	125	124554	0
18153	31	31	31	124167	0
18287	234	16	219	124428	0
18218	31	16	31	124374	0
18411	126	15	125	124338	0

18404	93	16	94	124707	0
18518	47	31	62	124392	0
18606	188	31	188	123861	0
18637	98	31	98	124302	0
18682	78	16	63	124392	0
18795	47	32	63	124050	0
18774	79	16	63	124419	0
18908	267	31	282	124248	0
19006	31	31	31	124410	0
19003	31	31	31	124374	1
19086	16	47	32	124347	0

19247	328	31	312	124905	1
19229	15	47	31	124437	1
19212	16	63	32	124455	1
19375	63	31	31	124563	0
19521	313	31	313	124419	0
19535	47	15	31	124500	0
19632	31	16	32	124095	0
19548	16	31	31	124266	0
19811	296	16	281	124302	0

19857	79	31	94	124392	0
19836	46	16	31	124761	0
19901	32	15	31	124140	0
20037	203	31	219	124509	0
20113	109	16	94	124608	0
20094	47	0	31	124401	0
20221	94	31	125	124374	0
20248	94	31	94	124248	0
20340	125	31	125	123789	0
20382	109	16	94	124725	0

20427	78	31	93	124203	0
20441	47	16	32	124185	0
20572	31	16	31	124653	0
20733	329	31	344	124878	1
20682	15	47	31	124068	1
20747	31	47	31	124473	1
20860	47	31	31	124770	0
20908	281	0	250	124590	0
21087	79	15	94	124275	0
21085	31	16	32	124320	0
21114	63	15	62	124167	0

21267	219	15	219	124293	0
21291	124	16	125	124104	0
21373	16	31	31	124140	0
21418	78	19	66	124248	0
21464	113	31	125	124122	0
21571	140	16	125	124635	0
21567	63	15	62	124374	0
21725	125	15	125	124554	0
21703	78	31	94	124311	0
21800	63	31	63	124491	0

21840	140	16	125	124428	0
22029	156	16	156	124536	0
21979	16	31	31	124725	1
21961	16	47	32	124581	0
22207	312	16	281	124536	0
22189	16	31	31	123960	0
22187	31	31	31	124401	1
22316	31	32	32	123924	0
22400	282	31	281	124653	0
22495	62	31	62	124626	0

22576	47	16	32	124779	0
22492	16	31	31	124752	0
22721	329	16	314	123951	0
22769	16	31	31	124095	1
22817	15	47	31	124455	0
22905	188	16	157	124482	0
22961	156	16	156	124248	0
23044	16	31	31	124392	1
23026	15	47	31	124455	0
23195	235	31	219	124644	0

23221	94	31	94	124257	0
23316	62	31	62	124698	1
23266	16	47	32	124887	0
23420	187	16	156	124662	0
23510	156	16	156	124725	0
23637	94	16	94	124401	0
23587	16	31	31	124095	1
23568	15	47	31	124635	0
23748	313	16	282	124311	0
23812	31	16	31	124572	0
23910	32	15	31	124482	0

23893	15	31	31	124455	0
23992	266	15	250	124257	0
24057	98	15	98	124581	0
24172	15	32	32	124392	1
24154	16	47	31	124554	0
24285	297	31	281	125013	0
24395	78	16	63	124500	0
24444	16	31	31	124608	0
24406	62	32	63	124698	0

24541	235	15	218	124284	0
24606	31	16	32	124563	0
24671	31	16	31	124680	0
24695	125	16	125	124572	0
24878	250	16	250	124608	0
24928	16	31	31	124905	0
24893	31	31	31	124401	0
24984	125	31	125	124914	0
25122	172	16	157	124851	0
25183	94	15	93	124887	0
25181	31	16	32	124626	0

25241	94	16	94	124653	0
25410	203	31	218	124959	0
25408	63	31	63	124158	0
25488	46	16	31	124455	1
25437	16	31	31	124599	0
25637	234	16	219	124365	0
25649	78	0	62	124401	0
25631	16	17	33	124545	0
25791	94	16	93	124257	0
25894	203	0	187	124752	0

25938	109	16	125	124563	0
26034	63	16	63	124122	0
25982	16	31	31	124131	0
26136	187	31	187	124356	0
26148	78	16	63	124095	0
26291	110	31	125	124365	0
26331	140	16	125	124275	0
26411	47	31	62	124005	0
26438	127	0	96	123906	0
26518	47	16	63	124455	0

26575	156	16	156	124266	0
26703	94	16	94	124140	0
26634	31	16	31	124617	0
26760	94	16	94	124590	0
26879	219	15	218	124176	0
26891	78	31	94	124572	2
26940	16	46	31	124554	1
27021	15	63	32	124095	0
27149	360	15	312	124518	0
27230	15	31	31	124374	1
27213	16	47	32	124347	1

27295	15	63	31	124878	0
27490	329	15	281	124293	0
