DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer	RemotePort	LocalPort
220	0	15	0	124256	0	50652	48004
610	485	16	486	124049	1	50649	48001
578	0	31	15	123887	1	50648	48000
661	16	31	16	124364	1	50650	48002
709	15	31	15	124184	0	50651	48003

764	188	15	172	124175	0	50648	48000
853	156	16	157	124058	0	50648	48000
961	141	15	140	124121	1	50648	48000
1026	0	31	16	124472	0	50652	48004
1052	125	15	109	124049	0	50648	48000
1128	109	16	110	123914	0	50648	48000
1189	94	15	93	123932	0	50648	48000
1249	94	15	94	124139	0	50648	48000
1309	93	16	94	124346	0	50648	48000
1386	110	15	109	124211	0	50648	48000

1446	94	15	94	124067	0	50648	48000
1506	93	16	94	123986	0	50648	48000
1567	94	16	94	124148	0	50648	48000
1644	111	15	110	123896	0	50648	48000
1705	94	15	94	124031	0	50648	48000
1765	93	16	94	124328	0	50648	48000
1975	377	15	376	124733	0	50650	48002
2077	35	14	34	124643	0	50652	48004

2167	124	15	125	124562	0	50651	48003
2223	156	16	157	124202	0	50652	48004
2251	94	15	93	124004	0	50650	48002
2548	31	16	32	124247	0	50648	48000
2346	31	16	31	124670	0	50651	48003
2593	47	16	47	124535	0	50648	48000
2523	63	15	62	124733	0	50649	48001
2570	281	16	282	124337	0	50650	48002
2729	125	16	125	124130	2	50651	48003
2762	0	32	16	124202	1	50652	48004
2795	0	48	16	124265	0	50649	48001

2975	346	16	314	124121	0	50652	48004
2939	31	16	31	124148	0	50650	48002
3054	16	16	16	124130	0	50649	48001
3003	16	15	15	124238	0	50651	48003
3250	312	16	313	123788	0	50649	48001
3199	16	15	15	123887	0	50651	48003
3263	31	16	32	123734	0	50652	48004
3478	281	16	281	123797	1	50650	48002
3444	0	32	16	123815	0	50649	48001
3410	32	15	15	123851	0	50651	48003

3568	125	15	125	124157	0	50652	48004
3546	78	15	78	124067	0	50649	48001
3619	140	16	141	123977	0	50651	48003
3735	16	16	16	124274	0	50650	48002
3794	125	16	125	124211	0	50652	48004
3788	94	15	93	123995	0	50649	48001
3906	187	16	188	124715	0	50651	48003
4024	16	16	16	124148	0	50650	48002
3973	16	15	15	123635	0	50652	48004

4155	282	16	283	124292	0	50649	48001
4152	63	15	62	124004	0	50651	48003
4232	47	15	47	124076	0	50652	48004
4314	15	16	16	124175	0	50650	48002
4462	316	15	315	124112	0	50649	48001
4427	31	16	32	124184	0	50651	48003
4508	47	16	47	124229	1	50652	48004
4574	0	31	15	123932	0	50650	48002
4816	375	16	360	124157	0	50650	48002
4765	16	15	15	124445	0	50652	48004
4747	15	16	16	124517	0	50651	48003
4846	32	15	31	124517	0	50649	48001

4949	203	15	203	124508	0	50650	48002
5037	187	16	188	124841	0	50651	48003
5117	16	15	15	124832	0	50649	48001
5132	47	15	47	124049	0	50652	48004
5191	125	15	125	124157	0	50650	48002
5313	156	16	157	124418	0	50649	48001
5277	31	16	31	124778	0	50651	48003
5515	203	16	203	124805	0	50652	48004
5465	51	13	48	124589	1	50649	48001
5498	0	28	15	124427	0	50650	48002

5506	75	16	63	124409	0	50648	48000
5598	125	16	125	124436	0	50648	48000
5675	110	15	109	124661	0	50648	48000
5750	109	16	110	124562	0	50648	48000
5811	94	15	93	124373	0	50648	48000
5875	97	16	98	124841	0	50648	48000
5935	94	16	94	124877	0	50648	48000
