DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer	RemotePort	LocalPort
5866	109	16	109	125174	0	50631	48000
5827	94	16	94	124724	0	50631	48000
5654	94	16	94	124922	0	50631	48000
5515	94	15	93	124526	0	50631	48000
5489	109	16	110	124454	0	50631	48000
5450	94	15	93	124364	0	50631	48000
5144	94	15	94	124517	0	50631	48000
5187	109	16	110	125039	0	50631	48000
5147	94	15	93	125246	0	50631	48000
5207	93	16	94	125066	0	50631	48000

4984	110	15	109	125165	0	50631	48000
5045	94	15	94	125156	0	50631	48000
5121	109	16	110	125048	0	50631	48000
4947	94	15	93	125066	0	50631	48000
4941	93	16	94	125039	0	50631	48000
4884	110	15	109	124760	0	50631	48000
4845	94	15	94	124454	0	50631	48000
4804	93	16	94	125507	0	50631	48000
4803	99	16	99	125363	0	50631	48000
4646	109	16	109	124823	0	50631	48000
4472	94	16	94	125219	0	50631	48000

4416	110	15	109	124751	0	50631	48000
4442	93	16	94	125129	0	50631	48000
4470	94	16	94	124040	0	50631	48000
4512	109	16	109	124274	0	50631	48000
4539	94	16	94	124751	0	50631	48000
4582	110	15	109	124868	0	50631	48000
4376	93	16	94	124670	0	50631	48000
4338	95	16	95	124364	0	50631	48000

3976	438	0	422	124724	0	50635	48004
3885	109	16	125	124661	0	50633	48002
4034	16	15	15	124301	0	50634	48003
4810	109	16	110	124166	0	50631	48000
4824	47	16	47	125003	0	50631	48000
3949	125	16	125	124895	0	50635	48004
4013	31	16	31	124661	0	50632	48001
3844	31	16	31	124868	1	50633	48002
3977	0	32	16	124067	0	50634	48003
4104	360	16	344	124715	0	50635	48004

3886	16	15	15	125246	1	50633	48002
4087	0	31	16	124427	1	50634	48003
4201	15	31	15	124778	0	50632	48001
3777	375	16	360	125192	0	50634	48003
4259	16	15	15	124868	1	50632	48001
3659	0	31	16	124832	1	50633	48002
3874	15	32	16	125237	0	50635	48004
3234	361	16	345	124760	0	50633	48002
3718	16	16	16	125102	0	50632	48001
3667	16	15	15	125363	0	50635	48004
3480	46	16	47	124922	0	50634	48003

3356	344	16	344	125489	1	50632	48001
2791	0	32	16	124895	1	50633	48002
3006	16	31	15	125282	0	50635	48004
2902	62	16	47	124796	0	50634	48003
2154	220	16	220	125714	0	50631	48000
2938	16	15	15	125048	0	50632	48001
2252	15	16	16	125525	0	50635	48004
2179	94	16	94	125228	0	50631	48000
2073	94	16	94	125237	0	50631	48000
1918	111	16	111	124400	0	50631	48000
1713	94	16	94	125039	0	50631	48000
1740	94	15	93	125444	0	50631	48000

1781	109	16	110	125408	0	50631	48000
1510	94	16	94	124886	0	50631	48000
1552	109	16	109	125237	0	50631	48000
1517	98	16	98	124976	0	50631	48000
1477	94	16	94	125471	0	50631	48000
968	391	15	390	125003	0	50632	48001
1565	31	16	32	125471	0	50635	48004
1282	16	15	15	125156	0	50634	48003

1016	234	16	235	125426	0	50634	48003
1365	16	15	15	124904	0	50633	48002
1260	62	16	63	125642	0	50635	48004
2209	16	15	15	125066	0	50631	48000
1154	312	16	313	125453	0	50632	48001
2552	63	15	62	125039	0	50631	48000
1467	15	16	16	125372	0	50633	48002
1080	47	16	47	124697	0	50635	48004
942	63	15	62	125399	0	50634	48003
1143	234	16	235	126029	0	50635	48004

849	172	16	172	125903	0	50633	48002
1226	78	16	78	126029	0	50634	48003
392	32	15	31	125534	0	50632	48001
372	47	15	47	125624	0	50631	48000
1119	15	16	16	126065	0	50635	48004
229	141	15	140	125381	0	50635	48004
240	78	16	79	124832	0	50634	48003
145	172	15	171	125201	0	50635	48004
128	250	15	250	126110	0	50635	48004

126	265	16	266	125930	0	50635	48004
117	391	16	391	125642	0	50635	48004
178	94	15	93	125417	0	50635	48004
220	109	16	110	125696	0	50635	48004
130	110	15	109	125345	0	50635	48004

139	109	16	110	125354	0	50635	48004
203	98	15	97	125165	0	50635	48004
192	188	16	189	125363	0	50635	48004
134	110	15	109	125597	0	50635	48004
300	31	15	31	125093	0	50634	48003
177	111	15	111	125651	0	50635	48004
145	234	16	235	125489	0	50635	48004
139	94	15	93	125768	0	50635	48004

120	250	15	250	125768	0	50635	48004
180	94	15	94	125714	0	50635	48004
209	125	15	125	125606	0	50635	48004
297	156	15	156	125732	0	50634	48003
124	94	15	94	125606	0	50635	48004
174	250	15	250	124985	0	50635	48004
264	156	16	157	125471	0	50635	48004

358	62	16	62	125399	0	50634	48003
284	94	16	94	125084	0	50635	48004
408	188	15	187	125201	0	50635	48004
388	47	15	47	126344	0	50633	48002
269	15	16	16	125381	0	50634	48003
145	110	15	109	125840	0	50635	48004
122	109	16	110	125372	0	50635	48004
110	156	16	156	125390	0	50635	48004
114	236	15	235	125867	0	50635	48004

121	140	16	141	125975	0	50635	48004
120	266	15	265	125687	0	50635	48004
116	96	15	96	126200	0	50635	48004
124	109	16	110	125309	0	50635	48004

155	563	15	562	125084	0	50635	48004
256	204	16	205	125579	1	50635	48004
223	0	32	16	125336	0	50634	48003
116	157	15	140	126155	0	50635	48004
123	109	16	110	126713	0	50635	48004
99	109	16	109	126200	0	50635	48004
111	145	15	144	126533	0	50635	48004
151	140	16	141	126461	0	50635	48004

116	268	16	268	126569	0	50635	48004
116	329	15	328	125714	0	50635	48004
