DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer	RemotePort	LocalPort
-141	0	15	0	138368	0	52872	48004
-3	172	15	172	138926	0	52871	48003
121	156	15	156	139277	0	52870	48002
163	109	0	94	137432	0	52869	48001
129	0	16	16	136865	0	52868	48000
268	172	16	172	136640	0	52868	48000

640	406	16	406	137036	0	52868	48000
622	16	16	16	137909	0	52871	48003
618	62	16	62	137909	0	52869	48001
684	32	15	31	137522	0	52870	48002
1009	125	15	125	137342	0	52872	48004
789	47	15	47	137909	0	52871	48003
925	203	15	203	137693	0	52869	48001
990	31	16	32	137927	0	52870	48002
939	16	15	15	138188	0	52871	48003
1135	296	16	297	135965	0	52871	48003
1219	16	16	16	138584	0	52870	48002
1200	16	15	15	138647	0	52869	48001

1414	281	15	281	135884	1	52870	48002
1381	0	31	16	137432	0	52869	48001
1426	78	16	63	136622	0	52871	48003
1578	219	15	218	134714	0	52869	48001
1675	62	0	47	136280	0	52870	48002
1622	16	15	31	133832	0	52871	48003
1899	344	15	344	134129	0	52869	48001
1949	15	16	16	133085	0	52870	48002

1896	47	16	47	131609	0	52868	48000
1946	16	16	16	133940	0	52872	48004
1972	94	15	93	128963	0	52868	48000
2048	109	16	110	127910	0	52868	48000
2109	94	16	94	124076	0	52868	48000
2173	98	15	97	121034	0	52868	48000
2233	93	16	94	115337	0	52868	48000
2279	79	15	78	112547	0	52868	48000
2338	93	16	94	110819	0	52868	48000
2399	94	16	94	110711	0	52868	48000
2444	78	16	78	111314	0	52868	48000
2504	94	16	94	111314	0	52868	48000

2564	94	15	93	111800	0	52868	48000
2610	78	15	78	112241	0	52868	48000
2670	94	15	94	112754	0	52868	48000
2735	98	13	96	112889	0	52868	48000
2777	75	16	78	112880	0	52868	48000
2852	110	15	109	113069	0	52868	48000
2897	78	15	78	111917	0	52868	48000
2958	93	16	94	111899	0	52868	48000
3019	94	16	94	111359	0	52868	48000
3066	81	16	81	111089	0	52868	48000
3126	94	16	94	111404	0	52868	48000
3171	78	16	78	110801	0	52868	48000

3232	94	16	94	111278	0	52868	48000
3293	94	15	93	111323	0	52868	48000
3340	81	16	82	111836	0	52868	48000
3400	94	15	93	111548	0	52868	48000
3446	78	15	78	111305	0	52868	48000
3506	94	15	94	110918	0	52868	48000
3553	80	15	80	110990	0	52868	48000
3613	93	16	94	111404	0	52868	48000
3674	96	15	95	111431	0	52868	48000
3720	78	16	79	111701	0	52868	48000
3782	95	15	94	111944	0	52868	48000
3840	93	16	94	112187	0	52868	48000

3901	94	16	94	112061	0	52868	48000
3946	78	16	78	112016	0	52868	48000
4008	94	16	94	112250	0	52868	48000
4068	94	15	93	112331	0	52868	48000
4130	94	15	94	112844	0	52868	48000
4174	78	15	78	112529	0	52868	48000
4233	93	16	94	112754	0	52868	48000
4295	94	16	94	113501	0	52868	48000
4338	78	16	78	113492	0	52868	48000
4399	94	16	94	114284	0	52868	48000
4460	94	15	93	114446	0	52868	48000

4521	96	15	96	114653	0	52868	48000
4583	94	15	94	115103	0	52868	48000
4628	78	15	78	115931	0	52868	48000
4687	93	16	94	115319	0	52868	48000
4748	94	16	94	116246	0	52868	48000
4809	94	16	94	116156	0	52868	48000
4869	94	15	93	115877	0	52868	48000
4928	93	16	94	116705	0	52868	48000
4989	94	16	94	117002	0	52868	48000

4600	344	16	344	117398	0	52869	48001
5114	47	15	46	120386	0	52872	48004
4729	15	16	16	117623	0	52870	48002
5393	32	15	31	117821	0	52868	48000
4653	125	15	125	116318	0	52872	48004
5562	343	16	344	119522	0	52871	48003
5057	328	16	328	116768	0	52869	48001
4607	16	16	16	116651	0	52872	48004

5222	16	15	15	116453	0	52870	48002
5271	15	16	16	115787	0	52871	48003
4719	282	15	281	116714	0	52871	48003
4581	62	16	63	116885	0	52869	48001
4495	47	16	47	115985	0	52872	48004
4389	94	15	93	116363	1	52871	48003
4888	0	31	16	116309	0	52870	48002
4234	312	16	297	116264	0	52871	48003
4415	47	16	47	116849	1	52872	48004
4581	0	31	15	116750	0	52869	48001
4726	78	16	63	116426	0	52870	48002

4023	297	16	297	116057	0	52871	48003
4119	64	15	63	116678	1	52872	48004
4387	0	31	16	116876	1	52869	48001
4569	15	32	16	116507	0	52870	48002
3415	313	15	296	117137	0	52871	48003
3530	47	15	47	116894	1	52872	48004
3729	0	31	16	116975	1	52870	48002
3677	15	32	16	117029	0	52869	48001
2857	313	15	296	116741	0	52868	48000

3264	140	16	141	117083	0	52871	48003
3313	16	16	16	116669	0	52872	48004
3776	63	15	62	116534	0	52869	48001
3857	15	16	16	116921	0	52870	48002
2688	31	16	31	117245	0	52868	48000
2729	141	16	141	116894	0	52868	48000
2790	94	15	93	116381	0	52868	48000
2732	109	17	111	116498	0	52868	48000
2611	79	16	78	117119	0	52868	48000
2671	94	16	94	116678	0	52868	48000
2533	94	15	93	116957	0	52868	48000
2249	83	15	83	116867	0	52868	48000

2310	94	16	95	116849	0	52868	48000
2370	94	15	93	117461	0	52868	48000
2379	109	16	110	117380	0	52868	48000
2257	78	16	78	116894	0	52868	48000
2286	94	16	94	116966	0	52868	48000
2145	94	15	93	116966	0	52868	48000
1874	328	15	328	117227	0	52868	48000
1548	141	16	142	116084	3	52871	48003
1748	0	31	15	116813	2	52872	48004
1314	0	47	16	116831	1	52870	48002
1281	0	63	16	116741	0	52869	48001

1108	360	15	312	115958	1	52871	48003
1074	0	31	16	116354	1	52870	48002
1556	15	31	15	116507	1	52872	48004
972	16	31	16	117020	0	52869	48001
558	219	15	203	116102	0	52868	48000
784	93	16	94	116723	0	52870	48002
1104	20	12	16	116498	0	52872	48004
531	27	16	31	116561	0	52868	48000
560	95	15	94	116102	0	52868	48000
520	94	15	94	116516	0	52868	48000

293	406	16	407	117308	0	52870	48002
575	16	15	15	117110	0	52872	48004
440	31	16	32	117425	0	52871	48003
337	31	16	31	117515	0	52869	48001
787	16	16	16	116480	0	52868	48000
365	78	16	78	117551	0	52872	48004

