DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer
-126	0	188	0	138360	1

12	172	47	31	138918	0
136	156	16	125	139269	0
163	94	16	94	137424	0
145	16	31	31	136857	0
284	172	15	156	136632	0
656	406	16	407	137028	0
638	16	31	31	137901	0
634	62	31	62	137901	1
699	31	32	32	137514	0

1024	125	0	93	137334	0
804	47	16	63	137901	0
940	203	0	187	137685	0
1006	32	31	63	137919	1
954	15	47	31	138180	0
1151	297	31	281	135957	1
1235	16	47	32	138576	1
1215	15	63	31	138639	0
1429	281	32	250	135876	1
1412	16	47	31	137424	0

1442	63	15	31	136614	0
1593	218	16	219	134706	0
1675	47	31	62	136272	0
1637	31	32	32	133824	0
1914	344	32	344	134121	1
1965	16	47	31	133077	0
1912	47	31	31	131601	1
1962	16	47	32	133932	0
1987	93	16	62	128955	0
2064	110	0	94	127902	0

2125	94	35	129	124068	0
2188	97	32	94	121026	0
2249	94	0	62	115329	0
2294	78	16	94	112539	0
2354	94	16	94	110811	0
2415	94	15	93	110703	0
2460	78	0	63	111306	0
2520	94	0	94	111306	0
2626	140	16	156	111792	0
2625	31	16	31	112233	0
2685	94	16	94	112746	0

2748	96	15	95	112881	0
2793	78	0	63	112872	0
2867	109	16	125	113061	0
2912	78	0	62	111909	0
2974	94	0	94	111891	0
3035	94	0	94	111351	0
3082	81	16	97	111081	0
3142	94	15	93	111396	0
3187	78	31	94	110793	0
3248	94	0	63	111270	0
3308	93	0	93	111315	0
3356	82	15	97	111828	0

3415	93	16	94	111540	0
3461	78	0	62	111297	0
3521	94	34	128	110910	0
3568	80	16	62	110982	0
3629	94	16	94	111396	0
3689	95	16	95	111423	0
3736	79	31	94	111693	0
3797	94	0	63	111936	0
3856	94	0	94	112179	0
3917	94	0	94	112053	0
3962	78	16	94	112008	0

4024	94	15	93	112242	0
4083	93	16	94	112323	0
4145	94	16	94	112836	0
4189	78	0	62	112521	0
4249	94	0	94	112746	0
4311	94	0	94	113493	0
4354	78	16	94	113484	0
4415	94	15	93	114276	0
4475	93	18	96	114438	0
4536	96	16	94	114645	0
4598	94	16	94	115095	0

4643	78	0	62	115923	0
4703	94	31	125	115311	0
4764	94	31	94	116238	0
4825	94	31	94	116148	0
4884	93	0	62	115869	0
4944	94	31	125	116697	0
5005	94	31	94	116994	0
4616	344	31	344	117390	0
5129	46	16	31	120378	0
4745	16	31	31	117615	1

5408	31	32	32	117813	0
4668	125	32	125	116310	0
5578	344	0	312	119514	0
5073	328	16	344	116760	1
4623	16	31	31	116643	2
5237	15	47	31	116445	1
5287	16	63	32	115779	0

4734	281	32	250	116706	0
4597	63	31	62	116877	0
4511	47	15	31	115977	0
4404	93	16	94	116355	0
4919	16	31	31	116301	0
4250	297	15	281	116256	0
4431	47	31	63	116841	1
4612	15	47	31	116742	0
4742	63	16	32	116418	0

4039	297	32	313	116049	0
4134	63	0	31	116670	0
4418	16	16	32	116868	0
4601	16	31	31	116499	0
3430	296	16	281	117129	0
3545	47	0	31	116886	0
3760	16	16	32	116967	1
3709	16	31	31	117021	0
2872	296	16	281	116733	0
3280	141	0	125	117075	0
3329	16	15	31	116661	0

3791	62	16	63	116526	1
3873	16	47	47	116913	1
2704	31	47	31	117237	0
2745	141	0	94	116886	0
2805	93	32	125	116373	0
2749	111	15	94	116490	0
2627	78	0	63	117111	0
2687	94	31	125	116670	0
2548	93	32	94	116949	0
2264	83	32	83	116859	0
2326	95	31	94	116841	0
2385	93	0	62	117453	0

2395	110	15	125	117372	0
2273	78	31	94	116886	0
2302	94	31	94	116958	0
2160	93	32	94	116958	0
1889	328	16	312	117219	0
1564	142	0	126	116076	0
1779	15	16	31	116805	0
1361	16	31	31	116823	1
1344	16	47	32	116733	0

1123	312	16	281	115950	0
1105	16	31	31	116346	2
1587	15	47	31	116499	1
1003	16	63	32	117012	0
573	203	16	156	116094	0
800	94	16	94	116715	0
1116	16	31	31	116490	0
547	31	31	31	116553	0
575	94	0	63	116094	0
535	94	0	94	116508	0

309	407	0	407	117300	0
590	15	16	31	117102	0
456	32	15	31	117417	0
353	31	16	32	117507	0
803	16	31	31	116472	0
381	78	15	62	117543	0

