DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer	RemotePort	LocalPort
118	0	1	0	375500	0	53793	48004
105	100	8	107	376742	0	53792	48003
106	107	4	103	376886	0	53793	48004
93	100	4	100	376589	0	53792	48003
100	122	4	122	376571	0	53793	48004
126	135	4	135	376544	0	53793	48004
70	64	5	65	376535	0	53792	48003

87	135	4	134	376130	0	53793	48004
130	159	4	159	376067	0	53793	48004
121	108	5	109	375599	0	53793	48004
110	110	4	109	377462	0	53793	48004
69	78	5	79	378479	0	53792	48003
62	119	4	118	378920	0	53793	48004
79	134	5	135	376733	0	53793	48004
91	131	5	131	379316	0	53793	48004

105	138	9	142	379424	0	53793	48004
150	160	9	160	379505	0	53793	48004
73	88	5	84	379775	0	53792	48003
51	100	5	100	379775	0	53793	48004
112	174	3	172	380108	0	53793	48004
71	76	5	78	380198	0	53792	48003
84	140	10	145	378830	0	53793	48004
92	119	12	121	379802	0	53793	48004
95	118	9	115	379829	0	53793	48004

125	143	3	137	380063	0	53793	48004
49	39	4	40	380045	0	53792	48003
77	139	7	142	380162	0	53793	48004
94	133	8	134	380018	0	53793	48004
108	127	6	125	378902	0	53793	48004
61	69	12	75	379739	0	53792	48003
59	118	2	108	379892	0	53793	48004
78	128	4	130	379649	0	53793	48004

103	144	4	144	379865	0	53793	48004
116	130	4	130	379379	0	53793	48004
56	60	5	61	378155	0	53792	48003
55	118	6	119	379271	0	53793	48004
56	122	4	120	377732	0	53793	48004
65	124	8	128	378713	0	53793	48004
83	129	4	125	377210	0	53793	48004
104	133	7	136	379028	0	53793	48004
46	51	4	48	378965	0	53792	48003

52	123	9	128	376751	0	53793	48004
83	143	7	141	378020	0	53793	48004
99	129	3	125	376346	0	53793	48004
111	122	3	122	377885	0	53793	48004
51	57	4	58	377867	0	53792	48003
64	126	4	126	377921	0	53793	48004
77	126	8	130	378038	0	53793	48004
105	198	4	194	378128	0	53793	48004

116	125	6	127	377102	0	53793	48004
52	55	4	53	378920	0	53792	48003
61	132	4	132	377327	0	53793	48004
