DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer	RemotePort	LocalPort
-536	0	10	0	356438	0	53877	48004
-535	11	11	12	358400	0	53876	48003
-451	113	4	106	358679	0	53875	48002
-478	5	4	5	358355	0	53874	48001
-486	26	4	26	359066	0	53873	48000
-331	187	1	184	358553	0	53873	48000
-331	69	1	69	358328	0	53877	48004
-330	32	4	35	357968	0	53876	48003
-339	27	2	25	358004	0	53875	48002
-352	19	2	19	357869	0	53874	48001
-205	14	4	16	358724	0	53873	48000
-337	33	8	37	357689	0	53877	48004
-318	54	1	47	357779	0	53876	48003
-271	80	4	83	357554	0	53876	48003
-297	8	4	8	357374	0	53873	48000

-273	57	4	57	357392	0	53873	48000
-252	52	4	52	357644	0	53873	48000
-234	52	2	50	357383	0	53873	48000
-217	52	2	52	357545	0	53873	48000
-199	49	2	49	357365	0	53873	48000
-199	33	3	34	357365	0	53873	48000
-190	114	6	117	357284	0	53876	48003
-159	62	10	66	357671	0	53875	48002
-151	39	4	33	357716	0	53874	48001
3	23	6	25	357383	1	53873	48000
-24	5	10	9	357320	0	53877	48004
-118	73	4	67	357491	0	53876	48003
-103	48	4	48	357554	0	53875	48002
-82	55	0	51	357572	0	53874	48001
-95	52	6	58	357419	0	53876	48003
81	9	4	7	357356	0	53877	48004
-31	88	8	92	357563	0	53875	48002
-14	52	1	45	357446	0	53874	48001
89	4	9	12	357383	0	53877	48004
-22	53	1	45	357815	0	53876	48003
-14	79	10	88	357635	0	53876	48003

37	115	2	107	357698	0	53873	48000
282	78	3	79	357689	0	53877	48004
239	25	4	26	357536	0	53875	48002
178	4	6	6	357662	0	53874	48001
128	18	7	19	357374	0	53873	48000
144	48	8	49	357302	0	53873	48000
160	51	1	44	357617	0	53873	48000
176	47	9	55	357671	0	53873	48000
181	38	8	37	357491	0	53873	48000
184	38	4	34	357149	0	53873	48000
199	48	5	49	357032	0	53873	48000
220	53	3	51	357050	0	53873	48000
239	55	8	60	357221	0	53873	48000
251	43	8	43	357149	0	53873	48000
264	47	4	43	356951	0	53873	48000
252	55	6	57	356861	0	53877	48004
273	53	4	51	356519	0	53876	48003
287	49	4	49	356897	0	53875	48002
308	53	7	56	356879	0	53874	48001
307	68	2	63	356816	0	53876	48003

317	74	5	77	356582	0	53874	48001
615	33	6	34	357005	0	53873	48000
475	25	8	27	356708	0	53877	48004
375	68	1	61	356906	0	53876	48003
504	28	0	27	356762	0	53875	48002
411	75	5	80	356708	0	53874	48001
556	45	3	43	356528	0	53877	48004
452	62	4	63	356663	0	53876	48003
589	36	5	37	356735	0	53875	48002
493	72	3	70	356672	0	53874	48001
554	28	8	33	356726	0	53875	48002
636	15	10	17	356834	0	53877	48004
542	74	2	66	356618	0	53876	48003
555	77	6	81	356564	0	53874	48001
604	16	8	18	356726	0	53875	48002
679	9	9	10	356627	0	53877	48004
570	57	2	50	356402	0	53876	48003
561	59	4	61	356627	0	53874	48001
679	18	2	16	356492	0	53877	48004
646	32	9	39	356375	0	53875	48002
604	58	3	52	356420	0	53876	48003

612	76	7	80	356303	0	53876	48003
628	48	6	47	356411	0	53874	48001
626	33	6	33	356474	0	53873	48000
636	43	0	37	356555	0	53873	48000
856	19	2	21	356402	0	53877	48004
808	19	5	22	356510	0	53875	48002
675	34	6	35	356708	0	53873	48000
710	69	4	67	356807	0	53873	48000
722	44	7	47	356699	0	53873	48000
728	39	3	35	356240	0	53873	48000
750	57	2	56	356492	0	53873	48000
776	58	8	64	356483	0	53873	48000
789	46	4	42	356564	0	53873	48000
798	43	1	40	356771	0	53873	48000
817	52	7	58	356501	0	53873	48000
838	54	4	51	356807	0	53873	48000
851	47	7	50	356609	0	53873	48000
859	41	7	41	356564	0	53873	48000
864	38	6	37	356330	0	53873	48000
909	79	2	75	356420	0	53873	48000
928	52	2	52	356285	0	53873	48000
931	36	2	36	356213	0	53873	48000

941	44	6	48	356249	0	53873	48000
955	47	7	48	355421	0	53873	48000
964	42	4	39	354323	0	53873	48000
992	62	2	60	352811	0	53873	48000
1014	55	7	60	351263	0	53873	48000
1015	35	1	29	349544	0	53873	48000
1025	43	7	49	349751	0	53873	48000
1025	33	8	34	349949	0	53873	48000
1044	52	7	51	350246	0	53873	48000
1053	44	6	43	351092	0	53873	48000
1061	40	3	37	351335	0	53873	48000
1075	48	7	52	351947	0	53873	48000
1086	45	4	42	351812	0	53873	48000
1103	50	4	50	351722	0	53877	48004
1134	64	4	64	351452	0	53876	48003
1141	41	4	41	351830	0	53875	48002
1152	45	6	47	351650	0	53874	48001
1143	57	2	53	351749	0	53876	48003
1139	61	4	63	351767	0	53874	48001
1259	21	4	21	352001	0	53877	48004
1174	81	3	80	351524	0	53876	48003
1296	22	6	25	351677	0	53875	48002

1209	80	1	75	351245	0	53874	48001
1328	20	6	25	351938	0	53877	48004
1293	31	6	31	351533	0	53875	48002
1284	91	5	90	350786	0	53876	48003
1323	5	8	8	350876	0	53877	48004
1288	65	2	59	350543	0	53874	48001
1346	26	3	27	350750	0	53875	48002
1317	71	5	73	349913	0	53876	48003
1393	41	8	44	350165	0	53877	48004
1332	39	8	39	350156	0	53874	48001
1359	94	5	91	349733	0	53876	48003
1483	25	3	23	349958	0	53875	48002
1428	12	12	21	350030	0	53877	48004
1389	61	3	52	350624	0	53874	48001
1461	39	5	41	350021	0	53875	48002
1426	64	8	67	352001	0	53876	48003
1476	17	9	18	350885	0	53877	48004
1445	68	1	60	352721	0	53874	48001
1454	77	5	81	353747	0	53876	48003
1561	7	7	9	352316	0	53875	48002
1515	19	2	14	353027	0	53877	48004
1474	60	10	68	354728	0	53874	48001

1550	42	8	40	353909	0	53875	48002
1493	43	7	42	354728	0	53876	48003
1572	47	3	43	354692	0	53877	48004
1517	45	7	49	354989	0	53874	48001
1534	83	5	81	355259	0	53876	48003
1652	17	7	19	354782	0	53875	48002
1617	32	10	35	355070	0	53877	48004
1579	62	3	55	355142	0	53874	48001
1602	91	6	94	355097	0	53876	48003
1717	15	6	15	355070	0	53875	48002
1674	22	2	18	355187	0	53877	48004
1630	57	8	63	354971	0	53874	48001
1644	81	7	80	354674	0	53876	48003
1752	7	8	8	355142	0	53875	48002
1708	24	5	21	354944	0	53877	48004
1669	61	7	63	354800	0	53874	48001
1687	83	4	80	354566	0	53876	48003
1793	7	6	9	354854	0	53875	48002
1738	11	6	11	355160	0	53877	48004
1701	31	7	32	355115	0	53875	48002
1713	46	10	49	355079	0	53877	48004
1719	37	8	35	355070	0	53876	48003
1724	39	0	31	355007	0	53874	48001

1730	39	3	42	355196	0	53873	48000
1738	41	3	41	354953	0	53873	48000
1740	37	5	39	355043	0	53873	48000
1758	50	2	47	355295	0	53873	48000
1769	45	6	49	354980	0	53873	48000
1775	40	6	40	355259	0	53873	48000
1789	47	4	45	355376	0	53873	48000
1788	32	3	31	355133	0	53873	48000
1801	46	6	49	355520	0	53873	48000
1825	57	4	55	355133	0	53873	48000
1831	39	6	41	355295	0	53873	48000
