FPS_Client	Mbps_Client	FPS_Total	FPS_Display	Mbps_Total	UTC	Offset

0	0	0	10.53.23.489	23
0	0	0	10.53.24.508	23
0	0	0	10.53.25.528	23
0	0	0	10.53.26.544	23
0	0	0	10.53.27.595	23
0	0	0	10.53.28.611	23
0	0	0	10.53.29.618	23
0	0	0	10.53.30.625	23
0	0	0	10.53.31.642	23
0	0	0	10.53.32.648	23
0	0	0	10.53.33.655	23
0	0	0	10.53.34.675	23
0	0	0	10.53.35.692	23
0	0	0	10.53.36.710	23
0	0	0	10.53.37.728	23
0	0	0	10.53.38.746	23
0	0	0	10.53.39.761	23
0	0	0	10.53.40.778	23
0	0	0	10.53.41.795	23
0	0	0	10.53.42.810	23
0	0	0	10.53.43.825	23
0	0	0	10.53.44.843	23
0	0	0	10.53.45.850	23
0	0	0	10.53.46.865	23
1	0.63	1	0.63	1	0.63	1	0.63	1.99	1.26	5.97	0	3.78	10.53.47.869	23
2.95	1.88	0.98	0.63	0.98	0.62	0.98	0.63	0.98	0.63	6.89	0	4.39	10.53.48.885	23
11.81	7.5	0.98	0.62	0.98	0.63	0.98	0.62	0.98	0.62	15.75	0	9.99	10.53.49.901	23
0	0	1.97	1.25	1.97	1.25	2.96	1.87	2.96	1.87	9.85	0	6.24	10.53.50.917	23
0	0	3.93	2.49	2.95	1.87	2.95	1.87	3.93	2.49	13.77	0	8.72	10.53.51.933	23
0	0	3.94	2.5	3.94	2.5	3.94	2.5	3.94	2.5	15.76	0	10	10.53.52.948	23
12.81	8.12	0	0	0	0	0	0	0	0	12.81	0	8.12	10.53.53.964	23
14.78	9.4	0	0	0	0	0	0	0	0	14.33	0	9.4	10.53.55.026	23
14.73	9.36	0	0	0	0	0	0	0	0	14.73	0	9.36	10.53.56.044	23
14.75	9.39	0	0	0	0	0	0	0	0	14.75	0	9.39	10.53.57.061	23
16.63	10.58	0	0	0	0	0	0	0	0	16.63	0	10.58	10.53.58.083	23
14.71	9.36	0	0	0	0	0	0	0	0	14.71	0	9.36	10.53.59.103	23
