DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer
4606	0	78	0	1435044	1
4774	78	31	31	1435845	0

5656	937	0	906	1435719	0
5813	125	31	156	1436043	0

6432	578	16	563	1436223	0

6933	641	0	625	1434612	0

10916	4017	16	4033	1436304	0
11507	625	16	625	1435179	0

12865	1390	32	1406	1436340	0
12986	188	31	187	1435008	0
13145	125	31	125	1436115	0

15376	2299	16	2284	1435467	0

17081	1805	0	1789	1435116	0
17181	32	31	63	1435953	0

17661	515	16	500	1437096	0

20545	2984	31	2999	1435989	0

20689	110	15	94	1435467	0

22188	1566	15	1566	1435746	0

22656	500	16	501	1435053	0

25160	2572	0	2556	1435467	0

25623	531	31	562	1436484	0
25815	156	0	125	1435359	0
25927	47	16	63	1435053	0

29623	3896	0	3880	1437420	0
-9873	469	31	500	1435413	1
-9825	16	47	32	1435890	0

-9207	718	16	687	1436736	0

-5853	3453	32	3469	1436241	0

-5617	203	16	187	1436493	0
-4957	625	16	625	1436196	0
-4964	94	16	94	1435971	0

-1028	4071	15	4070	1436187	0

-632	329	32	346	1436313	0
-524	141	16	125	1436187	1
-441	16	31	31	1435152	0

3190	3831	31	3831	1435359	0
3927	671	16	656	1437150	1
3910	16	31	31	1436286	0

4391	547	16	532	1435503	0

8048	3691	15	3690	1436817	0

8435	454	0	439	1436052	0
8513	110	15	125	1436349	0
8735	156	16	157	1435089	0

11685	3050	31	3065	1434882	0

13010	1359	16	1344	1435656	0

13210	266	0	250	1434729	0
13572	328	16	344	1436511	0

55835	2331	32	2347	1435692	0

57476	1740	15	1723	1436754	0
57668	125	15	125	1435683	0

58368	734	0	719	1437060	0

60369	2068	0	2068	1435845	0

61678	1343	0	1343	1437483	0

62928	1282	0	1282	1435260	0
63378	484	16	500	1434774	0
63766	422	31	437	1435755	0

65673	1940	0	1909	1437078	0

67662	2021	16	2037	1435773	0

67921	328	31	343	1435962	0
68299	344	31	344	1436754	0

69953	1719	31	1719	1436070	0

72089	2203	15	2187	1437951	0
72372	250	15	250	1437348	0
72604	298	0	283	1437042	0

74745	2176	15	2191	1437087	0
75803	1125	16	1126	1437627	0
76575	738	31	753	1435269	0

77354	845	31	845	1437699	0

78651	1329	15	1313	1436511	0
80427	1844	15	1844	1437042	0

81362	968	16	969	1435458	0

81772	344	16	344	1435026	0

82567	894	0	878	1436430	0

85847	3380	31	3411	1436016	0
86208	328	16	313	1436511	0

86647	406	16	406	1436340	0
87283	736	0	720	1436295	0

90782	3532	31	3563	1435305	0
90949	234	16	219	1436799	0
91343	360	0	344	1437060	0

92541	1265	16	1281	1435620	0

95184	2675	0	2659	1436988	0

95693	578	15	593	1436538	0

96352	625	15	625	1436646	0
96472	187	16	188	1434900	0

99627	3189	15	3188	1435233	0
99933	406	15	406	1436736	0

101112	1111	0	1096	1435584	0
101204	125	31	156	1435845	0

103308	2172	16	2157	1437375	0

105466	2191	16	2191	1435476	0
105902	470	16	470	1436448	0
105886	16	31	31	1435260	0

108836	2984	16	2969	1435962	0

109331	594	16	594	1435611	0

110539	1143	0	1127	1435827	0
110570	63	0	63	1435476	0

