UTC	Source	FPS	Mbps	Latency EMA	Latency SMA	Alpha	Step	FPS Requirement	Latency Requirement

06.13.08.433	8	0.985221674876847	11.3072866995074	3526.5	4674	0.5	0	0	0
06.13.09.449	8	0	0	5190.625	5196.5	0.5	0	0	0
06.13.10.464	8	0	0	5803.3125	5440.4	0.5	0	0	0
06.13.11.481	8	3.92927308447937	45.1288172888016	6360.15625	5686.5	0.5	0	0	0
06.13.12.498	8	0	0	6360.15625	5686.5	0.5	0	0	0
06.13.13.513	8	0	0	6360.15625	5686.5	0.5	0	0	0
06.13.14.528	8	0	0	8630.078125	6431.28571428571	0.5	0	0	0
06.13.15.544	8	0.985221674876847	11.3140256157635	10060.5390625	7063.75	0.5	0	0	0
06.13.16.559	8	0.985221674876847	11.3178561576355	11455.26953125	7706.66666666667	0.5	0	0	0
06.13.17.577	8	1.96656833824975	22.593604719764	12670.8173828125	8678.09090909091	0.5	0	0	0
06.13.18.592	8	0	0	12670.8173828125	8678.09090909091	0.5	0	0	0
06.13.19.612	8	0.980392156862745	11.2585647058824	14015.4086914063	9234.91666666667	0.5	0	0	0
06.13.20.633	8	0	0	14015.4086914063	9234.91666666667	0.5	0	0	0
06.13.21.648	8	2.95566502463054	33.9451270935961	17001.3010864258	10847.4	0.5	0	0	0
06.13.22.664	8	0	0	17001.3010864258	10847.4	0.5	0	0	0
06.13.23.679	8	0	0	17001.3010864258	10847.4	0.5	0	0	0
06.13.24.695	8	1.96850393700787	22.6025196850394	19719.3252716064	11994.9411764706	0.5	0	0	0
06.13.25.714	8	0	0	19719.3252716064	11994.9411764706	0.5	0	0	0
06.13.26.731	8	1.96656833824975	22.5907020648968	21792.8313179016	13090.8421052632	0.5	0	0	0
06.13.27.753	8	0	0	21792.8313179016	13090.8421052632	0.5	0	0	0
06.13.28.770	8	0	0	21792.8313179016	13090.8421052632	0.5	0	0	0
06.13.29.786	8	0	0	24537.7078294754	14260.8095238095	0.5	0	0	0
06.13.30.806	8	3.9177277179236	45.0182879529873	25539.6769573689	15269	0.5	0	0	0
06.13.31.822	8	0	0	25539.6769573689	15269	0.5	0	0	0
06.13.32.838	8	0	0	25539.6769573689	15269	0.5	0	0	0
06.13.33.854	8	0	0	27573.8384786844	15866.4583333333	0.5	0	0	0
06.13.34.869	8	2.95275590551181	33.9285826771654	-507.290380328894	13886.5	0.5	0	0	0
06.13.35.885	8	0.984251968503937	11.3068582677165	-4864.64519016445	13030.6296296296	0.5	0	0	0
06.13.36.901	8	0	0	-4864.64519016445	13030.6296296296	0.5	0	0	0
06.13.37.916	8	0	0	-4864.64519016445	13030.6296296296	0.5	0	0	0
06.13.38.932	8	0	0	-5499.16129754111	11735.4137931034	0.5	0	0	0
06.13.39.947	8	3.93700787401575	45.2270787401575	-5107.29032438528	10657.2903225806	0.5	0	0	0
06.13.40.963	8	0	0	-5107.29032438528	10657.2903225806	0.5	0	0	0
06.13.41.982	8	0	0	-5107.29032438528	10657.2903225806	0.5	0	0	0
06.13.43.002	8	0	0	-5107.29032438528	10657.2903225806	0.5	0	0	0
06.13.44.020	8	2.94985250737463	33.8941592920354	-828.70564527408	9362.51428571429	0.5	0	0	0
06.13.45.036	8	0.984251968503937	11.3031732283465	-828.70564527408	9362.51428571429	0.5	0	0	0
06.13.46.051	8	0	0	-828.70564527408	9362.51428571429	0.5	0	0	0
06.13.47.067	8	0	0	-828.70564527408	9362.51428571429	0.5	0	0	0
06.13.48.085	8	0	0	1172.64717736296	9190.61111111111	0.5	0	0	0
06.13.49.100	8	3.93700787401575	45.2307637795276	3796.58089717037	8795.97435897436	0.5	0	0	0
06.13.50.116	8	0	0	3796.58089717037	8795.97435897436	0.5	0	0	0
06.13.51.132	8	0	0	3796.58089717037	8795.97435897436	0.5	0	0	0
06.13.52.147	8	0	0	3796.58089717037	8795.97435897436	0.5	0	0	0
06.13.53.168	8	0.979431929480901	11.2429539666993	5914.29044858519	8776.875	0.5	0	0	0
06.13.54.185	8	2.94985250737463	33.8792212389381	8275.53630607315	8760.72093023256	0.5	0	0	0
06.13.55.202	8	0	0	8275.53630607315	8760.72093023256	0.5	0	0	0
06.13.56.218	8	0	0	8275.53630607315	8760.72093023256	0.5	0	0	0
