DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer	RemotePort	LocalPort
4590	0	16	0	1435052	0	54174	48000
4758	78	16	78	1435853	0	54177	48003

5640	937	16	937	1435727	0	54175	48001
5798	126	15	125	1436051	0	54176	48002

6416	577	16	578	1436231	0	54178	48004

6917	641	16	641	1434620	0	54174	48000

10900	4017	16	4017	1436312	0	54174	48000
11491	625	16	625	1435187	0	54178	48004

12850	1391	15	1390	1436348	0	54177	48003
12970	187	16	188	1435016	0	54175	48001
13129	125	16	125	1436123	0	54176	48002

15360	2299	16	2299	1435475	0	54178	48004

17081	1821	0	1805	1435124	0	54175	48001
17165	16	16	32	1435961	0	54177	48003
17646	516	15	515	1437104	0	54176	48002

20530	2984	15	2984	1435997	0	54177	48003
20673	109	16	110	1435475	0	54178	48004

22172	1566	16	1566	1435754	0	54176	48002
22640	500	16	500	1435061	0	54175	48001

25144	2572	16	2572	1435475	0	54177	48003

25607	531	16	531	1436492	0	54175	48001
25799	156	16	156	1435367	0	54176	48002
25911	47	16	47	1435061	0	54178	48004

29608	3897	15	3896	1437428	0	54176	48002
-9889	468	16	469	1435421	1	54177	48003
-9857	0	32	16	1435898	0	54178	48004

-9222	735	15	718	1436744	0	54175	48001

-5868	3453	15	3453	1436249	0	54176	48002
-5632	203	15	203	1436501	0	54177	48003

-4972	625	15	625	1436204	0	54178	48004
-4979	94	15	94	1435979	0	54175	48001

-1044	4070	16	4071	1436195	0	54175	48001

-648	329	16	329	1436321	0	54177	48003
-539	142	15	141	1436195	0	54176	48002
-457	15	16	16	1435160	0	54178	48004

3174	3831	16	3831	1435367	0	54176	48002

3912	672	15	671	1437158	0	54178	48004
3894	15	16	16	1436294	0	54177	48003

4375	547	16	547	1435511	0	54175	48001

8032	3691	16	3691	1436825	0	54178	48004

8420	455	15	454	1436060	0	54176	48002
8497	109	16	110	1436357	0	54175	48001
8719	156	16	156	1435097	0	54177	48003

11669	3050	16	3050	1434890	0	54178	48004

12995	1360	15	1359	1435664	0	54177	48003

13194	265	16	266	1434737	0	54175	48001
13556	328	16	328	1436519	0	54176	48002

55820	2332	15	2331	1435700	0	54178	48004

57461	1740	15	1740	1436762	0	54175	48001
57652	124	16	125	1435691	0	54177	48003

58353	735	15	734	1437068	0	54176	48002

60353	2067	16	2068	1435853	0	54178	48004

61663	1344	15	1343	1437491	0	54177	48003

62912	1281	16	1282	1435268	0	54176	48002

63362	484	16	484	1434782	0	54175	48001
63750	422	16	422	1435763	0	54178	48004

65657	1940	16	1940	1437086	0	54177	48003

67646	2021	16	2021	1435781	0	54176	48002

67905	328	16	328	1435970	0	54178	48004
68283	344	16	344	1436762	0	54175	48001

69937	1719	16	1719	1436078	0	54177	48003

72073	2203	16	2203	1437959	0	54175	48001
72356	250	16	250	1437356	0	54176	48002
72588	298	16	298	1437050	0	54178	48004

74729	2176	16	2176	1437095	0	54177	48003
75788	1126	15	1125	1437635	0	54175	48001
76559	737	16	738	1435277	0	54176	48002

77338	845	16	845	1437707	0	54178	48004

78635	1329	16	1329	1436519	0	54177	48003

80411	1844	16	1844	1437050	0	54175	48001
81347	969	15	968	1435466	0	54178	48004

81756	343	16	344	1435034	0	54176	48002
82551	894	16	894	1436438	0	54177	48003

85831	3380	16	3380	1436024	0	54178	48004
86193	329	15	328	1436519	0	54175	48001

86632	406	15	406	1436348	0	54176	48002
87267	735	16	736	1436303	0	54177	48003

90766	3532	16	3532	1435313	0	54176	48002
90934	235	15	234	1436807	0	54178	48004
91327	359	16	360	1437068	0	54175	48001

92526	1266	15	1265	1435628	0	54177	48003

95168	2674	16	2675	1436996	0	54176	48002

95677	578	16	578	1436546	0	54178	48004
96336	625	16	625	1436654	0	54175	48001

96457	188	15	187	1434908	0	54177	48003

99611	3188	16	3189	1435241	0	54176	48002
99917	406	16	406	1436744	0	54177	48003

101097	1112	15	1111	1435592	0	54175	48001
101189	125	15	125	1435853	0	54178	48004

103292	2171	16	2172	1437383	0	54176	48002

105451	2192	15	2191	1435484	0	54175	48001
105887	470	15	470	1436456	1	54178	48004
105855	0	31	16	1435268	0	54177	48003

108821	3000	15	2984	1435970	0	54176	48002

109316	594	15	594	1435619	0	54177	48003

110524	1143	15	1143	1435835	0	54175	48001
110554	62	16	63	1435484	0	54178	48004

