DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer	RemotePort	LocalPort
10	0	3	0	1093994	0	51335	48004
4	11	6	14	1092419	0	51335	48004
7	33	3	30	1100051	0	51335	48004
6	31	2	30	1095677	0	51335	48004
1	30	2	30	1094138	0	51335	48004
2	34	4	36	1092815	0	51335	48004
1	31	3	30	1091978	0	51335	48004
0	33	6	36	1093166	0	51335	48004
-1	32	4	30	1092860	0	51335	48004
-1	33	1	30	1091006	0	51335	48004
-6	30	1	30	1092374	0	51335	48004
9	48	1	48	1095470	0	51335	48004
7	31	6	36	1085705	0	51335	48004
7	34	2	30	1096019	0	51335	48004
6	31	1	30	1092338	0	51335	48004
3	31	5	35	1096181	0	51335	48004
1	30	5	30	1094282	0	51335	48004
0	33	2	30	1090718	0	51335	48004
-1	31	1	30	1094795	0	51335	48004
-4	33	4	36	1096217	0	51335	48004
-1	34	6	36	1092275	0	51335	48004
-2	33	3	30	1091411	0	51335	48004
-4	32	1	30	1084931	0	51335	48004
9	46	3	48	1089944	0	51335	48004
8	32	1	30	1090367	0	51335	48004
5	32	5	36	1083851	0	51335	48004
4	31	4	30	1090772	0	51335	48004
2	32	2	30	1090754	0	51335	48004
1	33	5	36	1094813	0	51335	48004
0	31	4	30	1094408	0	51335	48004

-1	32	2	30	1089143	0	51335	48004
-1	35	3	36	1083806	0	51335	48004
-4	30	3	30	1091501	0	51335	48004
-5	31	2	30	1088531	0	51335	48004
9	49	1	48	1093526	0	51335	48004
-5	19	6	24	1081025	0	51335	48004
7	45	2	41	1095164	0	51335	48004
4	30	2	30	1091636	0	51335	48004
6	35	3	36	1092473	0	51335	48004
5	32	1	30	1090790	0	51335	48004
0	29	2	30	1091123	0	51335	48004
-1	32	6	36	1088549	0	51335	48004
0	34	2	30	1101572	0	51335	48004
-1	33	5	36	1096469	0	51335	48004
-4	30	5	30	1087928	0	51335	48004
1	38	3	36	1093202	0	51335	48004
8	42	3	42	1095902	0	51335	48004
9	33	6	36	1090790	0	51335	48004
7	31	5	30	1095326	0	51335	48004
5	33	2	30	1092059	0	51335	48004
6	33	5	36	1087388	0	51335	48004
-5	31	4	30	1097243	0	51335	48004
1	32	2	30	1095470	0	51335	48004
-1	31	1	30	1086839	0	51335	48004
-1	32	5	36	1095281	0	51335	48004
-3	33	2	30	1090862	0	51335	48004
-4	32	6	36	1095677	0	51335	48004
9	45	2	41	1092293	0	51335	48004
6	32	6	36	1084661	0	51335	48004
7	33	3	30	1090736	0	51335	48004

6	32	1	30	1091069	0	51335	48004
4	32	5	36	1085516	0	51335	48004
2	31	4	30	1092635	0	51335	48004
1	32	2	30	1090313	0	51335	48004
1	34	4	36	1081835	0	51335	48004
-2	31	3	30	1087649	0	51335	48004
-1	33	6	36	1092176	0	51335	48004
-5	30	6	30	1098494	0	51335	48004
-1	37	5	36	1089701	0	51335	48004
11	45	2	42	1095731	0	51335	48004
8	31	1	30	1094597	0	51335	48004
6	31	6	36	1093769	0	51335	48004
6	33	3	30	1106027	0	51335	48004
4	32	1	30	1093553	0	51335	48004
2	31	6	36	1093787	0	51335	48004
4	35	1	30	1101167	0	51335	48004
0	30	1	30	1095137	0	51335	48004
-1	32	5	36	1094624	0	51335	48004
-3	31	4	30	1091735	0	51335	48004
-6	32	2	30	1093625	0	51335	48004
-1	37	6	41	1088324	0	51335	48004
-6	29	1	24	1090547	0	51335	48004
6	46	3	48	1086047	0	51335	48004
7	34	5	36	1094372	0	51335	48004
3	29	6	30	1096181	0	51335	48004
6	36	6	36	1091591	0	51335	48004
3	31	4	29	1092005	0	51335	48004
3	31	3	30	1091834	0	51335	48004
0	32	1	30	1093508	0	51335	48004
