DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer	RemotePort	LocalPort
109	0	5	0	204023	0	52466	48004
115	41	3	39	203537	0	52466	48004
115	30	2	29	202313	0	52465	48003
106	24	2	24	200504	0	52466	48004
106	34	2	34	199892	0	52466	48004
111	39	1	38	198713	0	52465	48003
108	30	5	34	198317	0	52464	48002
89	16	1	12	197696	0	52466	48004
100	43	5	47	197507	0	52466	48004
97	30	4	29	197543	0	52465	48003
83	19	2	17	197921	0	52466	48004
92	42	5	45	198011	0	52466	48004
106	48	3	46	198974	0	52466	48004
92	19	2	18	200234	0	52465	48003
82	24	1	23	201935	0	52466	48004
96	47	4	50	205004	0	52466	48004
105	42	1	39	210602	0	52466	48004
89	17	2	18	217424	0	52465	48003
86	30	1	29	228485	0	52466	48004
97	44	3	46	240923	0	52466	48004
112	50	3	50	253721	0	52466	48004
105	26	6	29	266141	0	52465	48003
108	36	6	36	280847	0	52466	48004
115	41	1	36	296291	0	52466	48004
121	40	1	40	313022	0	52465	48003
144	56	2	57	332921	0	52466	48004
158	47	1	46	352568	0	52465	48003

180	55	4	58	373331	0	52466	48004
201	55	5	56	395075	0	52465	48003
243	108	4	107	434720	0	52466	48004
257	48	3	47	453809	0	52465	48003
328	5	4	6	415685	0	52464	48002
222	60	4	60	500618	0	52466	48004
235	46	5	47	508151	0	52466	48004
266	64	6	65	510851	0	52466	48004
269	71	3	68	500735	0	52465	48003
353	49	6	52	460829	0	52466	48004
327	76	4	74	499763	0	52466	48004
450	89	2	87	499637	0	52464	48002
385	2	5	5	500456	0	52466	48004
408	89	5	89	487532	0	52465	48003
463	21	6	22	448607	0	52466	48004
451	88	4	86	489737	1	52465	48003
485	2	8	6	488657	1	52466	48004
892	6	8	6	472025	0	52463	48001
484	60	1	53	491609	0	52466	48004

473	88	5	92	495578	0	52465	48003
470	97	5	97	497018	0	52465	48003
618	14	3	12	493769	0	52466	48004
1170	52	1	50	487667	0	52462	48000
578	9	4	12	497027	0	52466	48004
641	29	4	29	496271	0	52464	48002
615	107	2	105	495533	0	52466	48004
659	12	2	12	496703	0	52464	48002
644	50	3	51	493787	0	52466	48004
656	46	2	45	491708	0	52465	48003
652	97	5	100	486569	0	52466	48004
684	65	5	65	484193	0	52465	48003
881	97	3	95	490277	0	52464	48002
904	55	1	53	488396	0	52463	48001
836	34	3	36	480935	0	52464	48002
860	90	6	93	473222	0	52466	48004
881	54	3	51	470657	0	52465	48003

899	51	5	53	468965	0	52464	48002
1009	11	5	11	477605	0	52463	48001
925	81	3	79	466508	0	52466	48004
941	51	4	52	466094	0	52465	48003
966	58	4	58	466931	0	52466	48004
977	43	2	41	469334	0	52465	48003
997	55	4	57	473483	0	52464	48002
1175	10	6	12	467111	0	52463	48001
1020	46	5	45	478361	0	52462	48000
1051	63	4	62	482213	0	52462	48000
1064	48	2	46	485957	0	52462	48000
1090	58	1	57	488630	0	52462	48000
1115	59	5	63	491888	0	52462	48000
1133	51	5	51	495074	0	52462	48000
1151	51	6	52	498179	0	52462	48000
1176	58	6	58	499862	0	52462	48000
1193	52	4	50	500798	0	52462	48000
1220	59	1	56	501005	0	52462	48000
1249	63	6	68	499529	0	52462	48000
1260	44	3	41	498224	0	52462	48000

1281	54	2	53	498026	0	52462	48000
1293	47	1	46	499340	0	52462	48000
1318	58	3	60	501734	0	52462	48000
1362	76	4	77	504686	0	52462	48000
1383	54	3	53	506459	0	52462	48000
1413	64	2	63	509186	0	52462	48000
1445	66	6	70	512561	0	52462	48000
1490	112	2	108	520427	0	52466	48004
1541	82	6	86	523118	0	52465	48003
1581	74	4	72	525188	0	52464	48002
1636	122	4	122	528356	0	52466	48004
1670	67	6	69	530759	0	52465	48003
1883	15	3	12	517691	0	52462	48000
1720	69	2	68	533099	0	52464	48002
1842	22	3	23	526178	0	52463	48001

1771	64	4	65	535673	0	52463	48001
1824	84	6	86	538742	0	52466	48004
1860	70	4	68	541361	0	52465	48003
1893	68	1	65	543503	0	52464	48002
1951	124	6	129	549155	0	52466	48004
1991	72	3	69	551567	0	52465	48003
2026	69	5	71	554438	0	52464	48002
2147	21	1	17	546518	0	52463	48001
2086	73	3	75	556058	0	52463	48001
2126	72	6	75	557309	0	52466	48004
2159	67	1	62	559604	0	52465	48003
2213	87	5	91	562052	0	52464	48002
2282	136	6	137	566381	0	52466	48004

2314	65	3	62	567794	0	52465	48003
2351	71	6	74	569693	0	52464	48002
2465	14	3	11	564752	0	52463	48001
2435	136	6	139	572888	0	52466	48004
2469	68	2	64	573752	0	52465	48003
2509	72	4	74	574328	1	52464	48002
2609	2	8	6	571790	0	52463	48001
2538	61	3	56	573851	0	52463	48001
2564	60	1	58	573851	0	52466	48004
2598	67	2	68	573410	0	52465	48003
2634	69	4	71	572960	0	52464	48002
2694	127	6	129	572798	0	52466	48004
2740	79	2	75	572690	0	52465	48003
2770	63	2	63	571655	0	52464	48002
2871	2	6	6	572780	0	52463	48001
2808	70	3	67	570674	0	52463	48001

2843	69	3	69	569711	0	52466	48004
2882	72	3	72	568937	0	52465	48003
2927	78	4	79	567992	0	52464	48002
2963	69	5	70	567407	0	52463	48001
3010	80	6	81	567506	0	52466	48004
3050	75	4	73	567920	0	52466	48004
3098	81	3	80	567479	0	52465	48003
3167	101	5	103	567722	0	52464	48002
3206	72	2	69	567983	0	52462	48000
3255	84	5	87	567317	0	52462	48000
3307	84	3	82	567200	0	52462	48000
3352	79	1	77	566030	0	52462	48000
3396	77	5	81	565733	0	52462	48000

3444	83	2	80	565931	0	52462	48000
3503	91	3	92	566741	0	52462	48000
3542	72	1	70	567794	0	52462	48000
3588	79	3	81	569351	0	52462	48000
3633	80	6	83	569630	0	52462	48000
3676	75	6	75	570332	0	52462	48000
3723	80	6	80	570989	0	52462	48000
3766	77	1	72	571178	0	52462	48000
3807	74	2	75	571493	0	52462	48000
3850	78	6	82	571142	0	52462	48000
3899	84	2	80	570701	0	52462	48000
3949	80	4	82	571133	0	52462	48000

3985	69	5	70	571286	0	52462	48000
4026	75	3	73	571142	0	52462	48000
4060	67	2	66	571160	0	52462	48000
4097	71	2	71	571340	0	52462	48000
4131	67	4	69	571187	0	52462	48000
4167	70	4	70	571547	0	52462	48000
4200	66	4	66	572186	0	52462	48000
4236	69	5	70	572411	0	52462	48000
4272	69	4	68	572762	0	52462	48000
4312	72	1	69	573581	0	52462	48000
4341	64	5	68	572978	0	52462	48000
4381	73	6	74	574049	0	52462	48000
4417	69	6	69	573635	0	52462	48000
4458	75	5	74	573833	0	52462	48000
4488	63	5	63	572798	0	52462	48000

4528	74	5	74	571889	0	52462	48000
4559	64	5	64	570836	0	52462	48000
4596	71	3	69	569810	0	52462	48000
