DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer	RemotePort	LocalPort
67	0	6	0	367985	0	52497	48004
59	14	5	13	368858	0	52496	48003
75	49	4	48	367787	0	52497	48004
53	47	4	47	366860	0	52496	48003
140	53	2	51	367625	0	52495	48002
47	6	2	6	365825	0	52497	48004
53	73	4	75	365159	1	52496	48003
88	2	8	6	365582	0	52497	48004
58	37	4	33	365564	0	52497	48004
52	27	6	29	364997	0	52496	48003
60	41	5	40	363791	0	52497	48004
59	33	1	29	362099	0	52496	48003
63	37	2	38	360848	0	52497	48004
70	40	2	40	359282	0	52496	48003
74	38	2	38	356438	0	52497	48004
74	33	3	34	353234	0	52496	48003
77	37	0	34	348878	0	52497	48004
77	33	3	36	344117	0	52496	48003
73	62	2	61	338348	0	52497	48004
69	30	2	30	336395	0	52496	48003
136	2	6	6	341219	0	52495	48002
73	35	5	34	334964	0	52497	48004
82	42	4	41	332903	0	52496	48003
83	35	3	34	331418	0	52497	48004
86	36	1	34	330563	0	52496	48003
84	31	5	35	329753	0	52495	48002

74	24	5	24	329537	0	52497	48004
78	36	3	34	329177	0	52496	48003
47	37	1	35	328754	0	52497	48004
46	31	4	34	328610	0	52496	48003
68	55	6	57	326981	1	52497	48004
170	3	9	6	328871	0	52494	48001
62	27	3	21	325091	0	52496	48003
60	30	6	33	323192	0	52497	48004
63	36	5	35	321194	0	52496	48003
61	31	2	28	320303	0	52497	48004
53	26	5	29	320006	0	52496	48003
64	44	5	44	321491	0	52497	48004
56	26	1	22	324218	0	52496	48003
57	33	2	34	325757	0	52497	48004
50	26	4	28	328313	0	52496	48003
53	37	1	34	329555	0	52497	48004
49	30	5	34	332849	0	52496	48003
63	47	3	45	335117	0	52497	48004
52	23	3	23	335396	0	52496	48003
59	40	4	41	334163	0	52497	48004
53	27	1	24	333092	0	52496	48003
53	34	2	35	333848	0	52497	48004
44	25	2	25	335018	0	52496	48003
48	36	6	40	335288	0	52496	48003
45	31	4	29	335054	0	52495	48002
43	31	1	28	334838	0	52497	48004
37	26	4	29	337025	0	52496	48003
46	44	5	45	338753	0	52497	48004
53	40	5	40	337727	0	52497	48004
53	33	5	33	337475	0	52496	48003
64	45	5	45	336062	0	52497	48004

63	33	1	29	334406	0	52496	48003
69	39	5	43	332849	0	52497	48004
73	37	1	33	332471	0	52496	48003
83	43	1	43	332903	0	52497	48004
83	33	3	35	332174	0	52496	48003
78	29	4	30	331121	0	52495	48002
80	35	3	34	330410	0	52497	48004
68	22	5	24	331103	0	52496	48003
67	32	1	28	330518	0	52494	48001
62	28	6	33	328628	0	52497	48004
56	27	2	23	328052	0	52495	48002
58	35	6	39	328511	0	52497	48004
53	28	1	23	329303	0	52496	48003
53	34	2	35	330509	0	52497	48004
47	28	2	28	331454	0	52496	48003
52	38	3	39	331760	0	52497	48004
49	30	5	32	331283	0	52496	48003
53	38	1	34	330788	0	52497	48004
54	33	1	33	330194	0	52496	48003
54	33	4	36	329753	0	52497	48004
47	27	6	29	329789	0	52496	48003
53	40	1	35	330059	0	52497	48004
43	23	5	27	330023	0	52496	48003
46	37	1	33	329870	0	52497	48004
49	36	1	36	329690	0	52496	48003
51	36	3	38	329816	0	52496	48003
45	27	4	28	330491	0	52495	48002
56	44	1	41	330968	0	52497	48004
52	30	1	30	331814	0	52495	48002
53	34	1	34	332741	0	52497	48004

