DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer
54	0	16	0	305742	1
89	6	35	25	304572	1
44	18	39	22	304599	0
50	39	20	20	305607	0
84	68	15	63	310206	1
57	6	30	21	321231	1
49	24	27	21	336909	0

83	69	19	61	347097	1
57	6	34	21	354783	1
51	28	27	21	360795	0
52	67	1	41	372639	0
101	16	5	20	368148	0
53	53	14	62	378174	1
91	5	30	21	375690	0
62	70	2	42	379128	0
101	6	17	21	379461	0
70	35	2	20	378345	0
64	28	15	41	376329	0
44	47	10	42	370326	1
84	6	25	21	373215	0
52	35	11	21	366870	0
43	59	15	63	359580	1
84	6	30	21	363009	0
47	30	21	21	355989	0
71	57	5	41	353604	0
70	32	15	42	351516	0
64	28	7	20	350211	0
60	29	20	42	348798	0
61	34	7	21	348492	0
50	23	6	22	346566	0
52	35	12	41	345882	0
71	53	1	42	343893	0
60	21	0	20	342498	0
61	34	7	41	341616	0
49	23	5	21	343020	0
46	30	16	41	344217	0
59	46	11	41	344505	0
55	29	3	21	343938	0

50	29	16	42	343605	0
60	42	16	42	342687	0
49	24	13	21	341985	0
46	29	4	20	341553	0
64	51	14	61	340914	0
52	23	12	21	340257	0
49	30	3	21	339951	0
30	47	18	62	339591	0
40	44	17	43	339753	0
48	41	18	42	340338	0
61	46	13	41	340563	0
49	22	12	21	340833	0
51	34	18	40	342291	0
57	40	19	41	342399	0
46	23	17	21	343479	0
70	56	3	42	343902	0
69	34	11	42	345099	0
60	23	8	20	345459	0
56	29	21	42	345576	0
60	38	4	21	346206	0
56	30	16	42	346503	0
45	22	15	21	346638	0
45	34	2	21	347313	0
59	47	18	63	347448	0
56	29	10	21	347583	0
61	40	11	41	347934	0
31	36	16	41	348321	0
43	45	12	41	347889	0

44	34	20	42	347736	0
56	46	16	42	347673	0
52	29	8	21	347250	0
47	28	1	21	347520	0
63	50	13	62	347052	0
52	22	11	20	346980	0
45	27	5	21	346512	0
58	46	1	42	346206	0
52	28	13	40	346422	0
54	34	1	22	345936	0
45	24	18	41	345441	0
42	32	7	21	345963	0
51	41	7	41	345900	0
42	24	4	21	346008	0
36	29	16	41	346098	0
48	45	13	42	346134	0
65	50	5	42	346386	0
65	34	12	41	346152	0
60	28	4	20	346332	0
50	23	1	20	346593	0
58	41	2	42	345846	0
57	33	10	41	345540	0
47	23	8	21	344073	0
54	41	10	43	342858	0
50	28	3	21	341643	0
45	27	17	41	341337	0
39	29	9	21	341544	0
52	46	4	41	341382	0
59	40	6	42	341085	0
49	24	3	21	340464	0
50	34	9	40	340113	0

52	36	15	42	338754	0
48	28	7	20	337944	0
49	36	12	41	336828	0
51	35	19	42	335883	0
30	46	14	41	334290	0
36	39	17	42	333282	0
47	45	14	42	332940	0
58	44	11	41	332067	0
49	23	9	21	332319	0
38	24	6	21	332319	0
57	52	16	62	332040	0
42	18	19	21	332742	0
37	29	11	21	333228	0
58	53	20	62	333930	0
46	22	19	21	334839	0
40	28	13	22	334812	0
54	46	8	41	335316	0
60	40	10	42	336270	0
49	22	9	21	336513	0
50	35	16	42	337233	0
57	40	17	41	337620	0
46	23	15	21	338232	0
43	30	6	21	338430	0
56	45	1	40	338241	0
46	24	18	41	338655	0
41	28	11	21	338916	0
48	40	13	42	339429	0
60	46	9	42	340230	0
56	29	1	21	340068	0

47	24	19	42	340212	0
60	47	13	41	340347	0
54	28	6	21	340617	0
57	35	12	41	340428	0
46	24	9	21	340221	0
47	33	18	42	340032	0
55	41	19	42	339969	0
44	23	17	21	339996	0
37	28	9	20	340329	0
48	42	8	41	340293	0
59	45	6	43	340095	0
48	22	5	21	340455	0
51	36	11	42	340743	0
59	42	11	42	340689	0
54	28	3	20	341166	0
62	41	4	42	340554	0
45	17	8	21	340401	0
40	29	21	42	341040	0
62	54	9	42	340986	0
52	23	7	21	340923	0
47	29	20	42	340617	0
84	70	13	63	340419	0
72	23	11	21	340950	0
67	28	4	21	340347	0
69	35	11	42	340176	0
59	23	9	21	340158	0
54	28	2	21	340329	0
54	34	11	43	340509	0
50	29	2	20	339861	0
40	23	0	21	340086	0

36	30	12	42	339798	0
44	41	12	41	340545	0
63	52	2	42	340284	0
53	23	20	41	339348	0
52	34	7	21	339465	0
48	28	21	42	339636	0
53	39	2	20	340023	0
53	33	11	42	339915	0
50	30	2	21	340473	0
50	35	7	40	339861	0
51	35	13	41	339609	0
48	28	6	21	339735	0
43	29	18	41	339609	0
58	47	12	41	339015	0
47	23	10	21	339132	0
43	30	1	21	339285	0
52	42	1	42	339132	0
25	40	2	41	338754	0
41	49	14	61	338538	0
49	42	14	42	338943	0
63	46	9	41	339492	0
57	29	1	21	338655	0
54	29	13	41	338430	0
44	23	11	21	338484	0
51	41	11	41	338394	0
52	34	20	43	338799	0
42	24	16	20	338763	0
41	33	4	21	338952	0
51	42	4	42	338925	0
40	22	3	21	338439	0

37	32	12	41	338961	0
50	45	8	41	338799	0
55	38	11	41	338610	0
49	28	3	20	338205	0
46	30	14	41	338736	0
61	48	8	42	338313	0
51	24	5	21	338808	0
46	27	20	42	338484	0
56	44	17	41	338898	0
