DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer
1476	0	145	0	332319	2
1534	130	42	27	333786	1
1606	10	54	22	333678	0
1544	66	10	22	334101	0
1654	10	24	24	333336	0
1621	33	15	24	333741	0
1598	44	18	47	333201	0
1618	87	21	90	333804	0
1745	93	17	89	333597	0
1753	75	6	64	333705	1
1725	6	26	26	333696	2
1702	10	37	21	333822	1
1676	7	56	26	333723	0
1665	56	22	22	333183	0
1668	36	9	23	332922	0
1761	26	6	23	333498	0
1724	63	12	69	333075	0
1720	30	5	23	333570	0
1718	98	19	112	336522	0
1705	19	25	25	336765	0
1710	39	9	23	336945	0
1734	58	21	70	336423	1
1917	15	31	25	334731	0

1944	62	14	45	335838	0
1822	44	20	50	336657	0
1834	45	23	48	336477	0
1859	58	12	47	335613	0
1856	31	4	23	335379	0
1874	51	17	64	335325	0
1888	48	16	47	334299	0
1891	36	4	24	337089	0
1856	65	10	71	343632	0
1868	45	15	50	338061	0
1897	63	22	70	328917	0
1905	41	4	23	315606	0
1897	26	24	46	308073	0
1915	50	21	47	308892	0
2176	28	21	28	340365	0
1981	71	17	67	308613	0
1989	41	0	24	308037	0
1989	35	14	49	310863	0
1990	33	7	26	310368	0
1990	34	20	47	309414	0
2006	83	11	74	300486	0
2021	81	3	73	289866	0

2061	7	20	24	294402	1
2543	16	32	28	343911	0
2009	32	22	22	281928	1
2192	17	30	25	307524	0
2090	30	25	25	285744	1
2044	21	28	24	278337	0
1982	39	12	23	269517	0
1993	44	13	45	267825	0
1986	25	14	26	267348	0
1984	33	5	24	266619	0
1982	32	22	49	266295	0
1989	39	4	21	264774	0
1981	26	22	44	263739	0
1986	38	6	22	263064	0
1984	31	20	45	262641	0
1980	30	13	23	262254	0
1978	31	6	24	262083	0
1943	32	23	49	262686	0
2503	93	23	93	275205	0
2100	30	17	24	262317	0
2001	67	21	71	263298	2
2575	8	35	22	272208	3
2115	7	55	27	262641	3
1999	16	64	25	264027	3
2104	5	82	23	262542	3
2086	16	90	24	263172	3
2023	38	74	22	264657	2
2009	19	81	26	265206	2
2010	33	70	22	265998	2
2003	27	66	23	266466	1
2009	39	49	22	268050	1
2003	27	50	28	267321	1

1998	30	42	22	266331	1
1995	29	39	26	264972	1
1988	27	36	24	264450	1
1985	31	27	22	263217	0
1984	31	21	25	262803	0
1979	29	17	25	262533	0
1915	36	5	24	263181	0
1908	27	25	47	264009	0
1921	46	6	27	265269	0
1916	28	21	43	266250	0
1917	35	9	23	267483	0
1923	38	17	46	268725	0
1924	36	4	23	269769	0
1928	36	16	48	271362	0
1918	23	16	23	273081	0
1941	56	4	44	274836	0
1927	20	7	23	276501	0
1936	43	13	49	278886	0
1950	47	12	46	280965	0
1942	25	13	26	284205	0
1986	78	5	70	287229	0
2529	10	16	21	262281	0
2521	25	19	28	262497	0
2022	34	10	25	290541	0
2016	28	8	26	293016	0
2025	42	14	48	294816	0
2036	44	16	46	296895	0
2051	49	18	51	297273	0
2056	38	4	24	296688	0
2063	40	14	50	296175	0

2066	37	21	44	294069	0
2076	43	24	46	291648	1
2059	16	30	22	289029	0
2059	34	26	30	285303	0
2060	34	16	24	282099	0
2027	34	4	22	273828	0
2021	26	20	42	270174	0
2039	51	16	47	267276	0
2031	27	16	27	265332	0
2029	30	11	25	265368	0
2037	42	13	44	265944	0
2040	36	22	45	267852	0
2039	33	11	22	270399	0
2035	28	6	23	273351	0
2032	31	20	45	276159	0
2028	30	16	26	279309	0
2032	37	23	44	281991	0
2035	37	11	25	284655	0
2051	49	9	47	286374	0
2044	26	6	23	287436	0
2029	52	0	46	290271	0
2619	22	5	27	278112	0
2062	44	4	43	291351	0
2077	48	5	49	292098	0
2196	20	9	24	288984	1
2072	9	24	24	292629	0
2076	36	11	23	292305	0
2069	28	4	21	291558	0
2075	38	14	48	291441	0

2080	38	22	46	291090	0
2095	49	0	27	291153	0
2128	66	21	87	291243	0
2168	73	12	64	290613	0
2195	62	20	70	289956	0
2228	66	25	71	290298	0
2244	49	23	47	289911	0
2274	64	4	45	290091	0
2279	38	16	50	290181	0
2305	59	22	65	290820	0
2209	70	21	69	293052	0
2213	37	8	24	292944	0
2213	34	0	26	293322	0
2220	40	6	46	292989	0
2218	32	0	26	293457	0
2222	37	9	46	293403	0
2227	39	16	46	293295	0
2230	36	5	25	293142	0
