DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer	RemotePort	LocalPort
543	0	4	0	1281359	0	53139	48004
652	127	2	125	1282169	0	53138	48003

918	332	7	337	1281512	0	53137	48002
966	114	2	109	1282871	0	53135	48000
1173	176	2	176	1281863	0	53136	48001
1185	77	7	82	1281899	0	53135	48000
1632	480	4	477	1282322	0	53135	48000

1888	291	4	291	1281341	0	53139	48004
1960	104	8	108	1281089	0	53138	48003
2208	283	10	285	1282610	0	53137	48002
2270	93	9	92	1281818	0	53136	48001
2332	96	4	91	1282538	0	53139	48004

2595	296	5	297	1282601	0	53138	48003
2707	145	3	143	1283294	0	53137	48002
3132	559	7	563	1284617	0	53137	48002
3264	32	8	33	1282700	0	53136	48001

3322	191	9	192	1284644	0	53136	48001
3447	25	7	23	1284347	0	53139	48004
3510	96	12	101	1284077	0	53138	48003
3734	324	4	316	1282007	0	53139	48004
3890	224	7	227	1271576	0	53137	48002
4042	118	4	115	1274699	0	53138	48003
4147	170	4	170	1269722	0	53136	48001

4199	87	6	89	1266356	0	53139	48004
4514	349	4	347	1266626	0	53138	48003
4535	53	4	53	1267085	0	53137	48002
4851	350	7	353	1268156	0	53136	48001
4836	18	10	21	1273178	0	53139	48004
4976	173	7	170	1277372	0	53138	48003

4997	55	9	57	1277192	0	53137	48002
5412	515	5	511	1284167	0	53138	48003
5493	47	5	47	1281386	0	53139	48004
5550	23	8	26	1277516	0	53136	48001
5472	23	4	19	1284266	0	53137	48002

5991	618	3	617	1284887	0	53138	48003
6005	48	11	56	1284743	0	53137	48002
6127	56	9	54	1284860	0	53139	48004
6182	22	7	20	1283807	0	53136	48001

6695	712	4	709	1285643	0	53138	48003
6696	36	1	33	1285238	0	53137	48002
6819	22	2	23	1285256	0	53136	48001
6810	24	11	33	1284977	0	53139	48004
6865	155	9	153	1284248	0	53136	48001
7239	506	4	501	1285013	0	53135	48000
7448	145	3	144	1285139	0	53138	48003

7501	85	10	92	1284572	0	53137	48002
7468	34	4	28	1284896	0	53135	48000
7603	168	9	173	1284653	0	53135	48000
7733	163	4	158	1285418	0	53135	48000
7881	181	4	181	1286219	0	53135	48000
7995	148	4	148	1284896	0	53135	48000
8129	167	6	169	1285202	0	53135	48000

8247	152	4	150	1285319	0	53135	48000
8463	249	4	249	1285760	0	53135	48000
8571	141	4	141	1285760	0	53135	48000
8679	142	6	144	1284590	0	53135	48000
8822	176	10	180	1285058	0	53135	48000
