DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer
2192	0	143	0	370461	1
2222	128	42	27	371037	1
2325	36	30	24	370515	1
2314	23	31	24	370974	0
2347	99	4	72	370659	0
2337	24	4	24	370794	0
2354	49	23	68	371154	0

2389	69	22	68	371190	0
2532	177	0	155	371613	0
2558	58	14	72	371604	0
2539	14	22	22	372000	0
2537	33	16	27	372405	0
2526	22	18	24	374088	0
2515	22	20	24	377976	0
2537	56	13	49	383421	0
2574	170	0	157	388722	0
2602	95	16	111	365250	1
2775	6	34	24	379056	0
2817	75	6	47	377805	0
2789	6	22	22	380226	0
2772	49	15	42	381117	0
2725	20	19	24	349275	0
2736	44	21	46	340041	0
2752	82	4	65	328980	0

2768	84	14	94	314922	1
2812	9	30	25	323022	1
2882	5	51	26	332157	1
2782	32	46	27	306705	0
2505	56	12	22	328791	0
2449	45	14	47	332526	0
2416	66	18	70	336738	0
2284	36	4	22	340347	0
2511	26	20	42	335946	0
2265	55	15	50	347259	0
2277	45	20	50	348177	0
2282	39	4	23	348213	0
2174	58	17	71	345891	0
2152	211	13	207	345756	0
2134	148	8	143	346548	0

2127	227	10	229	349617	0
2127	400	5	395	349311	0
2128	67	4	66	349284	0
2119	326	22	344	350931	0
2119	66	4	48	351390	0

2204	252	7	255	352092	0
2252	148	13	154	352155	0
2334	115	9	111	351885	0
2282	81	16	88	351210	0
2198	383	5	372	352173	0

2100	101	22	118	352497	0
2138	72	20	70	352956	0
2122	150	13	143	353181	0
2113	125	26	138	352551	0
2131	218	13	205	353973	0
2138	107	17	111	353415	0
2144	72	13	68	351723	0
2131	154	21	162	353325	0
2105	107	7	93	350805	0

2150	212	14	219	324723	0
2209	226	8	220	315651	0
2112	169	17	178	322779	0
2136	59	8	50	319782	0

2107	703	14	709	302106	0
2104	64	15	65	301008	0
2130	160	16	161	313392	0
2131	68	0	52	326190	0
2132	166	9	175	375177	0
2142	77	3	71	386013	0

2147	405	23	425	348366	0
