DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer	RemotePort	LocalPort
-527	0	7	0	354386	0	53207	48004
-517	20	7	20	359732	0	53206	48003
-528	84	8	85	362468	0	53207	48004
-414	56	8	56	360245	0	53205	48002
-426	12	5	9	361118	0	53204	48001
-421	72	5	72	363116	0	53203	48000
-290	164	2	161	364277	0	53203	48000
-269	55	5	58	365069	0	53207	48004
-291	11	4	10	365978	0	53206	48003
-303	21	7	24	366356	0	53205	48002
-315	21	5	19	366518	0	53204	48001
-340	8	4	7	365789	0	53203	48000
-354	153	7	156	350246	0	53205	48002
-175	45	7	45	365879	0	53203	48000
-191	52	6	51	372341	0	53207	48004
-181	43	4	41	363989	0	53206	48003
-239	8	4	8	338321	0	53204	48001
-103	4	5	5	369461	0	53203	48000
-259	10	2	7	328547	0	53207	48004
-226	99	8	105	324326	0	53205	48002
-219	41	4	37	322400	0	53204	48001
-144	8	3	7	326189	0	53206	48003
-210	35	6	38	321878	0	53207	48004
-236	40	8	42	319745	0	53203	48000
-161	42	0	34	321338	0	53204	48001
-184	44	9	53	318593	0	53203	48000
-192	25	3	19	317126	0	53203	48000
-174	51	6	54	315101	0	53203	48000
-170	38	8	40	313508	0	53203	48000
-165	37	9	38	312410	0	53203	48000
-159	41	7	39	311843	0	53203	48000
-151	74	5	72	311780	0	53207	48004
-135	82	7	84	312761	0	53205	48002
-134	35	4	32	312896	0	53204	48001
8	9	4	9	311069	0	53203	48000
-23	35	3	34	312077	0	53206	48003
-120	3	11	11	313526	0	53207	48004
-101	53	3	45	313886	0	53206	48003
-94	40	10	47	313940	0	53205	48002
-88	38	7	35	313805	0	53204	48001
-85	37	2	32	314660	0	53207	48004

-101	51	7	56	315182	0	53205	48002
-42	25	7	25	314570	0	53206	48003
-123	86	7	86	316424	0	53205	48002
-122	34	3	30	316739	0	53203	48000
46	36	9	42	315119	0	53204	48001
37	23	4	18	316082	0	53207	48004
40	37	11	44	316325	0	53206	48003
-39	21	4	14	316595	0	53203	48000
-29	43	0	39	316730	0	53203	48000
87	149	3	152	317342	0	53203	48000
127	73	9	79	316712	0	53203	48000
224	131	5	127	316424	0	53203	48000
227	37	2	34	316199	0	53203	48000
249	54	2	54	314831	0	53203	48000
251	36	1	35	313904	0	53203	48000
260	42	6	47	312608	0	53203	48000
227	34	2	30	310637	0	53207	48004
26	33	2	33	299873	0	53206	48003
-93	47	2	47	289586	0	53205	48002
-307	19	7	24	293339	0	53204	48001

-641	67	6	66	298316	0	53207	48004
-608	100	4	98	300962	0	53207	48004
-580	360	4	360	304418	0	53207	48004
-579	68	4	68	303878	0	53207	48004
-643	103	9	108	303716	0	53207	48004
-635	108	7	106	304049	0	53207	48004
-614	55	5	53	304418	0	53207	48004
-615	132	4	131	304301	0	53207	48004

-647	434	5	435	304877	0	53207	48004
-588	260	2	257	305030	0	53207	48004
-582	38	4	40	305399	0	53206	48003
-596	153	5	154	305804	0	53207	48004
-631	98	8	101	305336	0	53207	48004

-631	201	4	197	305264	0	53207	48004
-623	107	6	109	305552	0	53207	48004
-643	47	4	45	305867	0	53207	48004
-598	211	4	211	306974	0	53207	48004
-622	110	7	113	307964	0	53207	48004
-474	315	6	314	308603	0	53207	48004

-452	188	4	186	308540	0	53207	48004
-575	144	5	145	308603	0	53207	48004
-574	34	4	33	308531	0	53206	48003
-610	698	4	698	309044	0	53207	48004

-616	60	4	60	309350	0	53207	48004
-614	135	7	138	309098	0	53207	48004
-620	61	6	60	309269	0	53207	48004
-636	151	6	151	309260	0	53207	48004
-603	99	7	100	309107	0	53207	48004
-621	382	3	378	309233	0	53207	48004
-598	57	4	58	309269	0	53207	48004

-608	257	7	260	309098	0	53207	48004
-608	433	4	430	308585	0	53207	48004
-598	110	8	114	309053	0	53207	48004
-595	36	4	32	309206	0	53206	48003
-605	157	8	161	308918	0	53207	48004

-598	207	8	207	308945	0	53207	48004
-599	32	4	28	308909	0	53206	48003
-637	195	8	199	309170	0	53207	48004
-623	381	4	377	309071	0	53207	48004
-602	54	6	56	308999	0	53207	48004
-609	28	5	27	308909	0	53206	48003
-614	94	4	93	308783	0	53207	48004

-618	197	6	199	308693	0	53207	48004
-628	59	4	57	308729	0	53207	48004
-606	252	4	252	302744	0	53207	48004
-628	578	6	580	294104	0	53207	48004

-615	279	9	282	291620	0	53207	48004
-625	191	9	191	283673	0	53207	48004
-610	248	4	243	287975	0	53207	48004
-606	37	4	37	289856	0	53206	48003
-599	107	5	108	291818	0	53207	48004

-599	434	1	430	310313	0	53207	48004
-592	40	9	48	312284	0	53206	48003
-630	95	4	90	311663	0	53207	48004
-623	207	6	209	303707	0	53207	48004
-622	301	9	304	294941	0	53207	48004

-610	146	9	146	289847	0	53207	48004
-641	135	4	130	284888	0	53207	48004
-604	104	5	105	283367	0	53207	48004
-646	91	6	92	283745	0	53207	48004
-646	234	5	233	308288	0	53207	48004
-625	154	5	154	314777	0	53207	48004
-591	201	6	202	308621	0	53207	48004

-640	51	4	49	304355	0	53207	48004
-617	57	9	62	302564	0	53207	48004
-630	53	8	52	298919	0	53207	48004
-637	193	4	189	295877	0	53207	48004
-631	205	9	210	306002	0	53207	48004
-593	105	2	98	308792	0	53207	48004
-605	56	3	57	309251	0	53207	48004

-624	347	5	349	304823	0	53207	48004
-628	62	5	62	304841	0	53207	48004
-627	101	5	101	306038	0	53207	48004
-593	302	5	302	313904	0	53207	48004
-611	148	5	148	314021	0	53207	48004
-636	109	5	109	312356	0	53207	48004
