DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer
554	0	128	0	1281351	1
654	118	48	38	1282161	0

925	337	24	313	1281504	0
968	109	8	93	1282863	0
1175	176	24	192	1281855	0
1192	82	10	68	1281891	0
1636	477	0	467	1282314	0

1892	291	6	297	1281333	0
1968	108	13	115	1281081	0
2218	285	4	276	1282602	0
2279	92	11	99	1281810	0
2336	91	8	88	1282530	0

2600	297	14	303	1282593	0
2710	143	4	133	1283286	0
3139	563	7	566	1284609	0
3272	33	0	26	1282692	0
3331	192	14	206	1284636	0

3454	23	18	27	1284339	0
3522	101	7	90	1284069	0
3738	316	10	319	1281999	0
3897	227	4	221	1271568	0
4046	115	13	124	1274691	0
4151	170	9	166	1269714	0

4205	89	19	99	1266348	0
4518	347	0	328	1266618	0
4539	53	19	72	1267077	0
4858	353	11	345	1268148	0
4846	21	14	24	1273170	0
4983	170	13	169	1277364	0

5006	57	8	52	1277184	0
5417	511	23	526	1284159	0
5498	47	3	27	1281378	0
5558	26	9	32	1277508	0
5476	19	16	26	1284258	0

5994	617	16	617	1284879	0
6016	56	20	60	1284735	0
6136	54	12	46	1284852	0
6189	20	27	35	1283799	0

6699	709	12	694	1285635	0
6697	33	7	28	1285230	0
6821	23	10	26	1285248	0
6821	33	6	29	1284969	0
6874	153	22	169	1284240	0
7243	501	20	499	1285005	0
7451	144	15	139	1285131	0

7511	92	17	94	1284564	0
7472	28	15	26	1284888	0
7612	173	6	164	1284645	0
7737	158	24	176	1285410	0
7885	181	10	167	1286211	0
7999	148	22	160	1284888	0
8135	169	13	160	1285194	0

8251	150	22	159	1285311	0
8467	249	8	235	1285752	0
8575	141	9	142	1285752	0
8685	144	21	156	1284582	0
8832	180	22	181	1285050	0
8951	152	7	137	1286337	0

9126	209	0	202	1285464	0
9336	243	0	243	1286310	0
9469	166	4	170	1286040	0
9596	160	12	168	1285203	0
9705	142	9	139	1286085	0

10022	351	3	345	1285896	0
10203	215	19	231	1285986	0
10306	136	4	121	1285959	0
10438	165	10	171	1286832	0

10963	559	4	553	1286013	0
11013	83	25	104	1286139	0

11657	677	15	667	1287093	0
12172	549	14	548	1284708	0

12682	543	7	536	1285680	0
13069	420	0	413	1285878	0
13288	253	5	258	1286283	0
13460	205	15	215	1285653	0

13767	341	9	335	1285383	0
13912	178	17	186	1286184	0
14054	175	5	163	1286553	0
14223	203	20	218	1286958	0

14363	173	22	175	1286436	0
14549	218	12	208	1286058	0
14696	181	12	181	1286427	0
14842	180	17	185	1286886	0
15013	204	0	187	1285419	0

15194	214	19	233	1286688	0
15351	191	14	186	1286076	0
15496	178	8	172	1286625	0
15667	204	24	220	1286013	0
15809	176	0	152	1285113	0
15953	177	13	190	1286418	0

16181	261	12	260	1285365	0
16389	242	0	230	1285896	0
16604	248	8	256	1286940	0
16750	179	9	180	1286418	0

16941	226	0	217	1287273	0
17087	178	7	185	1286004	0
17241	188	21	202	1286931	0
17421	213	0	192	1288101	0
17537	150	14	164	1287876	0
17665	160	13	159	1286157	0

17815	185	20	192	1286373	0
17951	169	19	168	1286544	0
18116	197	9	187	1286364	0
18235	154	15	160	1286904	0
18385	182	0	167	1287552	0

18507	155	4	159	1286670	0
18628	155	9	160	1286823	0
18815	220	24	235	1286787	0
18952	171	16	163	1287201	0
19088	169	4	157	1286283	0
19223	168	0	164	1285824	0

19357	167	11	178	1286211	0
19513	190	3	182	1285617	0
19713	233	8	238	1286130	0
20066	386	13	391	1288056	0

20388	357	4	348	1286850	0
20515	160	9	165	1285752	0
20665	183	5	179	1286769	0
20780	149	14	158	1286706	0
20923	176	0	162	1285896	0

21053	162	17	179	1286301	0
21222	204	14	201	1286517	0
21357	168	8	162	1285590	0
21491	166	5	163	1286877	0
21623	167	21	183	1286328	0
21770	179	5	163	1286814	0

21916	179	11	185	1285302	0
22074	193	21	203	1286481	0
22172	131	17	127	1287723	0
22324	185	15	183	1286337	0
22447	156	20	161	1286607	0
22568	155	4	139	1285293	0

22709	174	5	175	1285905	0
22809	133	13	141	1286409	0
22933	157	22	166	1286508	0
23057	159	4	141	1287300	0
23175	151	16	163	1285320	0
23294	151	6	141	1286445	0

23417	156	12	162	1284834	0
23552	169	9	166	1286184	0
23671	152	23	166	1286184	0
23814	178	6	161	1286292	0
23946	164	6	164	1285734	0
24077	165	25	184	1285833	0

24214	172	19	166	1286418	0
24348	170	9	160	1286526	0
24485	166	7	164	1286103	0
24634	182	16	191	1286436	0
24758	158	20	162	1286652	0
24911	185	21	186	1286787	0

25044	166	25	170	1285851	0
25170	161	12	148	1285995	0
25378	241	9	238	1286193	0
25471	126	24	141	1285518	0
25580	142	13	131	1285914	0
25680	133	19	139	1286652	0

25820	173	10	164	1285392	0
25945	160	14	164	1286688	0
26109	197	4	187	1285923	0
26255	178	12	186	1286211	0
26414	193	6	187	1286427	0
26547	166	7	167	1286112	0

26682	168	4	165	1286706	0
26890	242	12	250	1286562	0
27017	160	17	165	1286265	0
27115	131	7	121	1286796	0
27228	147	18	158	1286724	0
27366	171	6	159	1285932	0

27499	167	23	184	1286769	0
27638	172	16	165	1287120	0
27783	178	4	166	1286382	0
27910	160	12	168	1286274	0
28040	164	15	167	1286130	0
28172	165	16	166	1286283	0

28305	166	9	159	1285950	0
28483	212	25	228	1287165	0
28667	217	22	214	1286814	0
28849	216	11	205	1286526	0
28974	159	16	164	1285995	0

29076	135	25	144	1286958	0
29166	122	11	108	1286040	0
29272	140	12	141	1286247	0
29384	145	6	139	1286769	0
29507	156	16	166	1286517	0
29651	178	21	183	1286103	0
29775	157	4	140	1285977	0

29901	159	7	162	1287138	0
-9858	275	12	280	1286994	0
-9765	126	7	121	1286886	0
-9571	227	12	232	1285284	0
-9441	164	16	168	1286193	0

-9287	187	18	189	1286373	0
-9142	178	22	182	1287390	0
-9028	148	12	138	1287750	0
-8913	148	6	142	1286067	0
-8773	173	15	182	1285968	0
-8645	161	23	169	1286067	0

-8488	190	4	171	1287318	0
-8298	223	10	229	1286148	0
-8139	194	4	188	1287759	0
-8017	155	5	156	1286571	0
-7919	131	14	140	1286229	0
-7793	159	4	149	1287417	0

-7686	141	12	149	1286382	0
-7513	206	13	207	1286436	0
