DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer	RemotePort	LocalPort
2199	0	9	0	329231	0	53156	48004
2211	23	15	29	328025	0	53155	48003
2181	70	6	61	325631	0	53156	48004
2288	40	4	38	326765	0	53154	48002
2294	40	4	40	326198	0	53153	48001
2259	31	4	31	325424	0	53152	48000
2275	49	6	51	329861	0	53152	48000
2515	275	6	275	338312	0	53156	48004
2456	6	11	11	345440	0	53154	48002
2728	339	1	329	337610	0	53152	48000
2697	2	10	11	336053	0	53152	48000
2860	30	9	29	343901	0	53155	48003
2823	30	4	25	340121	0	53153	48001

