DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer	RemotePort	LocalPort
2181	0	5	0	370469	0	53226	48004
2216	133	6	134	371045	0	53226	48004
2316	33	9	36	370523	0	53225	48003
2310	28	4	23	370982	0	53224	48002
2342	98	5	99	370667	0	53223	48001
2334	26	3	24	370802	0	53222	48000
2353	51	1	49	371162	0	53222	48000
2384	65	5	69	371198	0	53222	48000
2525	175	7	177	371621	0	53222	48000
2553	60	5	58	371612	0	53226	48004
2536	16	3	14	372008	0	53225	48003
2533	32	4	33	372413	0	53224	48002
2522	22	4	22	374096	0	53223	48001
2508	19	7	22	377984	0	53222	48000
2529	55	8	56	383429	0	53222	48000

2571	175	3	170	388730	0	53225	48003
2599	95	3	95	365258	0	53223	48001
2772	6	3	6	379064	0	53222	48000
2812	73	5	75	377813	1	53222	48000
2781	3	8	6	380234	0	53226	48004
2768	53	4	49	381125	0	53224	48002
2723	22	2	20	349283	0	53226	48004
2735	45	1	44	340049	0	53225	48003
2750	81	2	82	328988	0	53223	48001
2764	82	4	84	314930	1	53225	48003
2800	1	12	9	323030	1	53226	48004
2872	7	10	5	332165	0	53224	48002
2775	35	7	32	306713	0	53224	48002
2500	58	5	56	328799	0	53226	48004
2448	49	1	45	332534	0	53225	48003
2412	63	4	66	336746	0	53223	48001
2281	37	3	36	340355	0	53222	48000
2507	25	4	26	335954	0	53224	48002
2262	56	3	55	347267	0	53226	48004
2277	48	0	45	348185	0	53225	48003

2278	35	4	39	348221	0	53224	48002
2166	54	8	58	345899	0	53226	48004
2148	215	4	211	345764	0	53226	48004
2130	148	4	148	346556	0	53226	48004
2123	227	4	227	349625	0	53226	48004

2122	399	5	400	349319	0	53226	48004
2120	64	8	67	349292	0	53226	48004
2111	326	8	326	350939	0	53226	48004
2115	70	4	66	351398	0	53226	48004
2200	252	4	252	352100	0	53226	48004
2246	146	6	148	352163	0	53226	48004

2330	117	4	115	351893	0	53225	48003
2278	81	4	81	351218	0	53226	48004
2194	383	4	383	352181	0	53226	48004
2096	101	4	101	352505	0	53226	48004
2130	68	8	72	352964	0	53226	48004
2117	153	5	150	353189	0	53226	48004
2104	121	9	125	352559	0	53226	48004

2124	220	7	218	353981	0	53226	48004
2134	110	4	107	353423	0	53226	48004
2140	72	4	72	351731	0	53226	48004
2126	153	5	154	353333	0	53226	48004
2103	110	2	107	350813	0	53226	48004
2145	209	5	212	324731	0	53226	48004

2208	230	1	226	315659	0	53226	48004
2107	165	5	169	322787	0	53226	48004
2128	56	8	59	319790	0	53226	48004
2103	707	4	703	302114	0	53226	48004

2099	63	5	64	301016	0	53226	48004
2127	162	3	160	313400	0	53226	48004
2124	64	7	68	326198	0	53226	48004
2126	167	6	166	375185	0	53226	48004
2139	80	3	77	386021	0	53226	48004
2146	407	1	405	348374	0	53226	48004
2157	45	2	46	347564	0	53225	48003

2176	285	4	287	351416	0	53226	48004
2108	366	6	368	348536	0	53226	48004
2123	115	7	116	347672	0	53226	48004
2148	59	6	58	347564	0	53226	48004
2088	105	4	103	344252	0	53226	48004

2105	217	10	223	345944	0	53226	48004
2131	60	9	59	343892	0	53226	48004
2111	213	5	209	324317	0	53226	48004
2123	412	7	414	323264	0	53226	48004
2094	104	7	104	326711	0	53226	48004

2100	206	4	203	327827	0	53226	48004
2114	315	5	316	328844	0	53226	48004

2090	843	10	848	322985	0	53226	48004
2138	247	7	244	323147	0	53226	48004

2135	964	5	962	325991	0	53226	48004

2119	985	4	984	327278	0	53226	48004
2107	353	4	353	329852	0	53226	48004
2139	199	5	200	330482	0	53226	48004

2103	64	4	63	330914	0	53226	48004
2099	297	5	298	330230	0	53226	48004
2121	221	6	222	329213	0	53226	48004
2101	113	5	112	327278	0	53226	48004

2101	967	7	969	340139	0	53226	48004
2129	161	3	157	338249	0	53226	48004
2139	111	6	114	337178	0	53226	48004

2101	196	4	194	343289	0	53226	48004
2111	75	5	76	343145	0	53226	48004
2100	157	7	159	330527	0	53226	48004
2132	364	5	362	328025	0	53226	48004
2131	267	7	269	311258	0	53226	48004

2110	146	4	143	309548	0	53226	48004
2119	75	4	75	308972	0	53226	48004
2147	228	7	231	307766	0	53226	48004

2123	842	4	839	305939	0	53226	48004
2139	117	4	117	325649	0	53226	48004
2133	561	2	559	374456	0	53226	48004

