FPS_Client	Mbps_Client	FPS_Total	FPS_Display	Mbps_Total	UTC	Offset

0	0	0	05.58.01.991	-2364
0	0	0	05.58.02.995	-2364
0	0	0	05.58.03.996	-2364
0	0	0	05.58.04.998	-2364
0	0	0	05.58.05.998	-2364
0	0	0	05.58.07.000	-2364
0	0	0	05.58.08.001	-2364
0	0	0	05.58.09.002	-2364
0	0	0	05.58.10.004	-2364
0	0	0	05.58.11.007	-2364
0	0	0	05.58.12.008	-2364
0	0	0	05.58.13.010	-2364
0	0	0	05.58.14.012	-2364
0	0	0	05.58.15.014	-2364
0	0	0	05.58.16.016	-2364
0	0	0	05.58.17.017	-2364
0	0	0	05.58.18.019	-2364
0	0	0	05.58.19.021	-2364
0	0	0	05.58.20.022	-2364
0	0	0	05.58.21.024	-2364
0	0	0	05.58.22.025	-2364
0	0	0	05.58.23.026	-2364
0	0	0	05.58.24.028	-2364
0	0	0	05.58.25.029	-2364
0	0	0	05.58.26.032	-2364
0	0	0	05.58.27.033	-2364
0	0	0	05.58.28.035	-2364
0	0	0	05.58.29.037	-2364
0	0	0	05.58.30.039	-2364
0	0	0	05.58.31.040	-2364
0	0	0	05.58.32.042	-2364
0	0	0	05.58.33.043	-2364
0	0	0	05.58.34.045	-2364
0	0	0	05.58.35.046	-2364
0	0	0	05.58.36.047	-2364
0	0	0	05.58.37.049	-2364
0	0	0	05.58.38.050	-2364
0	0	0	05.58.39.052	-2364
0	0	0	05.58.40.054	-2364
0	0	0	05.58.41.056	-2364
0	0	0	05.58.42.058	-2364
0	0	0	05.58.43.059	-2364
0	0	0	05.58.44.062	-2364
0	0	0	05.58.45.063	-2364
0	0	0	05.58.46.064	-2364
0	0	0	05.58.47.065	-2364
0	0	0	05.58.48.067	-2364
0	0	0	05.58.49.068	-2364
0	0	0	05.58.50.070	-2364
0	0	0	05.58.51.072	-2364
0	0	0	05.58.52.073	-2364
0	0	0	05.58.53.075	-2364
0	0	0	05.58.54.076	-2364
0	0	0	05.58.55.078	-2364
0	0	0	05.58.56.079	-2364
0	0	0	05.58.57.081	-2364
0	0	0	05.58.58.082	-2364
0	0	0	05.58.59.083	-2364
0	0	0	05.59.00.085	-2364
0	0	0	05.59.01.087	-2364
0	0	0	05.59.02.088	-2364
0	0	0	05.59.03.089	-2364
0	0	0	05.59.04.091	-2364
0	0	0	05.59.05.091	-2364
4	3.29	12.99	10.66	16.98	0	13.95	05.59.06.094	-2364
6.99	4.8	21.98	15.01	28.97	0	19.81	05.59.07.095	-2364
8.99	6.19	21.98	15.1	30.94	0	21.29	05.59.08.097	-2364
6.99	4.92	22.98	16.13	29.97	0	21.05	05.59.09.099	-2364
7.98	5.41	21.96	14.87	29.94	0	20.28	05.59.10.101	-2364
7.99	5.09	21.98	14.27	29.94	0	19.36	05.59.11.102	-2364
2	4.87	11.99	32.42	15.98	42.33	29.97	0	79.62	05.59.12.105	-2364
1	2.63	4	11.04	11.99	32.42	12.99	35.3	29.97	0	81.39	05.59.13.106	-2364
0	0	0	0	7.99	6.47	22.98	19.08	30.97	0	25.55	05.59.14.107	-2364
0	0	0	0	6.99	6.23	21.96	17.24	28.94	0	23.47	05.59.15.110	-2364
2	10.23	2	9.89	2	9.74	5.99	23.51	8.99	29.96	20.98	0	83.33	05.59.16.112	-2364
0	0	1	2.02	1	3.04	1	4.12	2	5.65	5	0	14.83	05.59.17.112	-2364
0	0	0	0	0	0	0	0	0	0	0	0	0	05.59.18.114	-2364
0	0	0	0	0	0	0	0	0	0	0	0	0	05.59.19.117	-2364
0	0	0	0	0	0	5	16.31	7.99	26.29	12.97	0	42.6	05.59.20.119	-2364
2	4.55	3	6.94	3	7.02	7.99	19.35	13.99	32.29	29.97	0	70.15	05.59.21.119	-2364
0	0	0	0	3	7.32	10.99	20.96	16.98	30.73	30.94	0	59.01	05.59.22.122	-2364
0	0	0	0	0	0	6.99	3.97	22.98	13.23	29.94	0	17.2	05.59.23.125	-2364
0	0	0	0	0	0	8.99	5.46	19.98	12.3	28.97	0	17.76	05.59.24.127	-2364
0	0	0	0	0	0	5	3.07	8.99	5.52	13.97	0	8.59	05.59.25.129	-2364
0	0	0	0	0	0	0	0	0	0	0	0	0	05.59.26.133	-2364
0	0	0	0	0	0	0	0	0	0	0	0	0	05.59.27.135	-2364
0	0	0	0	0	0	0	0	0	0	0	0	0	05.59.28.137	-2364
0	0	0	0	0	0	0	0	0	0	0	0	0	05.59.29.139	-2364
0	0	0	0	0	0	0	0	0	0	0	0	0	05.59.30.141	-2364
0	0	0	0	0	0	0	0	0	0	0	0	0	05.59.31.143	-2364
0	0	0	0	0	0	4	9.39	11.99	27.79	15.97	0	37.18	05.59.32.147	-2364
0	0	0	0	0	0	11.99	33.62	17.98	50.46	29.94	0	84.08	05.59.33.149	-2364
0	0	0	0	0	0	11.99	29.64	18.98	46.61	30.94	0	76.25	05.59.34.151	-2364
0	0	0	0	0	0	6.99	14.04	21.98	44.15	28.94	0	58.19	05.59.35.154	-2364
0	0	0	0	0	0	8.99	18.64	20.98	43.41	29.94	0	62.05	05.59.36.156	-2364
0	0	0	0	0	0	12.99	27.39	16.98	35.84	29.94	0	63.23	05.59.37.160	-2364
0	0	0	0	1	2.08	11	22.94	19	39.65	31	0	64.67	05.59.38.161	-2364
0	0	0	0	0	0	7.99	17.37	21.98	47.68	29.97	0	65.05	05.59.39.163	-2364
0	0	0	0	0	0	7.99	17.85	21.98	49.06	29.97	0	66.91	05.59.40.164	-2364
0	0	0	0	0	0	7.99	17.89	21.98	49.13	29.94	0	67.02	05.59.41.166	-2364
0	0	0	0	0	0	8	11.81	22	32.49	29.97	0	44.3	05.59.42.169	-2364
0	0	0	0	0	0	7	8.69	23	28.57	29.97	0	37.26	05.59.43.171	-2364
0	0	0	0	0	0	7	8.78	23	28.87	30	0	37.65	05.59.44.172	-2364
0	0	0	0	0	0	6.99	8.73	22.95	28.68	29.91	0	37.41	05.59.45.175	-2364
0	0	0	0	0	0	7.99	9.99	21.98	27.46	29.97	0	37.45	05.59.46.176	-2364
0	0	0	0	0	0	7.99	10.05	21.98	27.66	29.94	0	37.71	05.59.47.179	-2364
0	0	0	0	0	0	7.99	9.47	21.98	26.09	29.94	0	35.56	05.59.48.181	-2364
0	0	0	0	0	0	11	13.23	19	22.85	30	0	36.08	05.59.49.182	-2364
0	0	0	0	0	0	9.99	13.61	19.98	31	29.97	0	44.61	05.59.50.183	-2364
0	0	0	0	0	0	8.98	19.35	20.96	44.76	29.91	0	64.11	05.59.51.186	-2364
0	0	0	0	1	1.67	7	12	18	30.79	25.97	0	44.46	05.59.52.188	-2364
0	0	0	0	0	0	5.99	9.97	22.98	38.34	28.97	0	48.31	05.59.53.191	-2364
0	0	0	0	0	0	4	6.29	19.98	31.48	23.95	0	37.77	05.59.54.194	-2364
0	0	0	0	0	0	6.99	11.06	17.98	28.38	24.95	0	39.44	05.59.55.197	-2364
0	0	0	0	0	0	5.99	9.61	17.98	28.79	23.95	0	38.4	05.59.56.200	-2364
0	0	0	0	0	0	4	6.54	19.98	32.73	23.95	0	39.27	05.59.57.203	-2364
0	0	0	0	0	0	1	1.63	14.99	24.24	15.98	0	25.87	05.59.58.205	-2364
0	0	0	0	0	0	5.99	9.51	17.98	28.54	23.98	0	38.05	05.59.59.206	-2364
0	0	0	0	0	0	5.99	9.57	21.96	35.14	27.94	0	44.71	06.00.00.208	-2364
0	0	0	0	0	0	5	8.01	15.98	25.85	20.98	0	33.86	06.00.01.209	-2364
0	0	0	0	0	0	2	3.15	12.99	19.24	14.97	0	22.39	06.00.02.212	-2364
0	0	0	0	0	0	4	5.05	15.98	19.75	19.96	0	24.8	06.00.03.214	-2364
