DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer	RemotePort	LocalPort
37	0	1	0	245216	0	53852	48003
73	3	9	11	241931	0	53853	48004
26	20	1	12	248447	0	53852	48003
32	40	1	40	253874	0	53853	48004
60	60	5	64	258356	0	53853	48004
31	6	5	6	260606	0	53852	48003
21	23	4	22	262298	0	53853	48004
41	52	5	53	264683	0	53853	48004
44	38	1	34	265529	0	53853	48004
32	21	3	23	268580	0	53852	48003
78	79	1	77	274574	0	53853	48004
75	32	4	35	273890	0	53853	48004
66	23	5	24	273035	0	53852	48003
35	36	4	35	276968	0	53853	48004
40	37	2	35	278930	1	53853	48004
107	1	6	5	275465	0	53851	48002
47	39	2	35	266852	0	53853	48004
28	15	4	17	254504	0	53852	48003
23	28	4	28	246719	0	53853	48004
40	50	6	52	245153	0	53853	48004
53	47	5	46	243839	0	53853	48004
42	22	1	18	239258	0	53852	48003
33	24	1	24	233921	0	53852	48003
52	53	3	55	230357	0	53853	48004
33	15	5	17	226055	0	53852	48003
28	27	1	23	223373	0	53853	48004
39	45	2	46	220421	0	53853	48004
21	15	5	18	217856	0	53852	48003
15	27	7	29	214697	0	53852	48003
33	52	1	46	211340	0	53853	48004
37	37	5	41	208226	0	53853	48004
15	11	5	11	204851	0	53852	48003
19	38	3	36	202133	0	53853	48004
27	41	1	39	198110	0	53853	48004
50	56	5	60	196616	0	53853	48004
26	10	1	6	194447	0	53852	48003
17	25	4	28	195311	0	53853	48004
28	44	4	44	195554	0	53853	48004
46	52	3	51	196319	0	53853	48004
28	15	5	17	194924	0	53852	48003
25	30	4	29	192881	0	53853	48004
32	41	5	42	189794	0	53853	48004
13	13	3	11	187382	0	53852	48003
13	33	3	33	184925	0	53853	48004
20	41	1	39	182297	0	53853	48004

35	48	4	51	180236	0	53853	48004
9	7	3	6	179237	0	53852	48003
6	31	2	30	178652	0	53853	48004
17	44	6	48	176690	0	53853	48004
29	51	2	47	176870	0	53853	48004
37	37	4	39	176807	0	53853	48004
14	9	1	6	178031	0	53852	48003
19	38	2	39	179129	0	53853	48004
37	52	1	51	180146	0	53853	48004
6	3	4	6	180380	0	53852	48003
8	34	5	35	182693	0	53853	48004
23	50	6	51	183386	0	53853	48004
42	52	1	47	182738	0	53853	48004
15	6	1	6	182333	0	53852	48003
12	31	4	34	183971	0	53853	48004
18	39	5	40	183809	0	53853	48004
30	44	1	40	184412	0	53853	48004
41	45	3	47	184583	0	53853	48004
18	10	3	10	185951	0	53852	48003
16	31	6	34	186068	0	53853	48004
31	49	4	47	186086	0	53853	48004
43	45	5	46	185942	0	53853	48004
24	14	2	11	185132	0	53852	48003
23	33	5	36	188633	0	53853	48004
26	36	5	36	189137	0	53853	48004
40	47	1	43	187859	0	53853	48004
15	9	3	11	188345	0	53852	48003
19	38	5	40	187481	0	53853	48004
27	40	1	36	187076	0	53853	48004
37	45	1	45	187121	0	53853	48004
18	14	4	17	187922	0	53852	48003

13	28	4	28	188714	0	53853	48004
26	47	3	46	189839	0	53853	48004
38	45	5	47	191567	0	53852	48003
19	14	3	12	191090	0	53851	48002
13	28	4	29	191207	0	53853	48004
24	43	2	41	192512	0	53853	48004
41	50	3	51	191972	0	53853	48004
19	12	3	12	191909	0	53852	48003
13	27	3	27	192026	0	53853	48004
35	55	4	56	192791	0	53853	48004
38	38	5	39	192413	0	53853	48004
19	13	3	11	193016	0	53852	48003
17	31	1	29	192449	0	53853	48004
25	42	6	47	192323	0	53853	48004
42	51	2	47	192809	0	53852	48003
20	10	4	12	193916	0	53851	48002
13	28	5	29	193331	0	53853	48004
30	49	1	45	194429	0	53853	48004
41	45	2	46	195554	0	53853	48004
18	11	2	11	195635	0	53852	48003
11	26	4	28	197183	0	53853	48004
28	49	1	46	198335	0	53853	48004
42	49	3	51	199919	0	53853	48004
18	9	7	13	200081	0	53852	48003
14	29	5	27	199757	0	53853	48004
21	41	1	37	199955	0	53853	48004
36	48	5	52	200126	0	53853	48004
