DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer
44	0	33	0	101064	1
39	27	33	27	101442	1
22	18	36	21	101865	1
18	28	29	21	101838	0

44	58	15	44	101946	0
38	29	8	22	102081	1
11	7	22	21	102171	0
19	41	1	20	102270	0
26	40	2	41	102297	0
39	46	19	63	102576	1
11	6	34	21	103431	1
11	33	22	21	103800	0
24	45	18	41	104781	0
31	40	22	44	104844	1
8	11	32	21	104349	0
11	36	17	21	102702	0
22	44	13	40	101631	0
37	50	7	44	99129	1
10	6	22	21	96609	0
12	34	9	21	94584	0
24	46	5	42	92766	0
49	59	8	62	90759	1
21	5	24	21	88527	0
11	24	26	26	87663	0
25	46	2	22	86979	0
43	52	12	62	85935	1
15	6	26	20	85116	1
6	23	24	21	84072	0
19	47	18	41	82362	0
30	45	15	42	81750	1
2	6	29	20	81057	0
19	49	1	21	80670	0
22	38	5	42	81012	0
36	46	21	62	81507	1

10	6	36	21	82191	1
9	34	23	21	82497	0
22	46	19	42	82551	0
30	41	20	42	82542	0
41	45	16	41	82659	1
14	6	31	21	82794	0
19	39	14	22	83217	0
28	42	17	45	83163	0
45	50	9	42	83244	1
18	6	24	21	83739	0
18	33	12	21	84207	0
31	46	8	42	84801	0
36	39	9	40	85107	1
8	5	25	21	85422	0
15	41	5	21	86079	0
25	42	8	45	86079	0
35	45	4	41	86070	0
9	6	19	21	85944	0
16	41	20	42	85701	0
30	48	13	41	85620	0
41	44	9	40	85656	1
14	6	25	22	85908	0
16	36	10	21	86151	0
35	51	21	62	86079	1
7	6	35	20	86205	1
7	35	21	21	85746	0
16	41	1	21	85467	0
41	58	5	62	85836	0
12	6	20	21	85611	0
8	28	12	20	85071	0
15	40	14	42	85116	0

33	52	3	41	85215	0
41	40	4	41	84954	0
13	6	18	20	85107	0
17	38	1	21	85431	0
23	39	4	42	86007	0
43	53	14	63	86529	1
15	6	29	21	86880	1
11	29	21	21	86727	0
22	44	18	41	86853	0
46	58	1	41	86880	0
16	5	17	21	86889	0
20	35	3	21	86754	0
33	46	20	63	86664	0
39	41	4	25	86772	0
13	6	18	20	87249	0
13	34	5	21	87258	0
27	47	20	62	86988	0
39	46	14	40	86997	1
11	6	29	21	87060	0
19	40	10	21	87168	0
26	39	15	44	87357	0
38	46	10	41	87483	1
11	6	25	21	87627	0
11	34	11	20	87717	0
24	46	6	41	87627	0
36	46	2	42	87798	0
8	6	17	21	87942	0
14	39	19	41	88068	0
27	45	16	42	88023	0

39	46	11	41	88014	1
10	5	27	21	88338	0
17	40	9	22	88230	0
29	45	5	41	88320	0
33	39	8	42	88527	1
5	5	26	23	88347	0
15	42	5	21	87996	0
21	40	6	41	88167	0
32	44	4	42	88248	0
5	6	18	20	88536	0
5	34	5	21	88014	0
18	46	20	61	88365	0
29	45	17	42	88140	0
36	42	16	41	87942	1
11	6	30	20	88230	0
13	35	16	21	88041	0
27	47	10	41	88329	0
36	42	10	42	88131	1
8	6	25	21	88023	0
10	36	10	21	88050	0
19	42	10	42	88140	0
27	42	10	42	87852	0
42	48	4	42	87276	0
15	6	19	21	86790	0
12	30	10	21	86808	0
26	48	4	42	86700	0
40	47	19	62	86151	1
14	6	34	21	86277	0
15	36	19	21	86439	0
23	42	19	42	86223	0

33	42	19	42	86007	1
6	6	34	21	85710	0
13	41	13	20	85233	0
22	42	12	41	84630	0
35	47	11	46	84252	1
8	6	26	21	83235	0
11	36	10	20	82605	0
23	46	6	42	81354	0
33	43	4	41	80301	0
5	5	20	21	78429	0
7	36	5	21	76917	0
15	41	6	42	74712	0
27	45	3	42	72093	0
38	45	0	42	69636	0
12	7	14	21	67080	0
17	40	15	41	64551	0
30	45	11	41	62589	1
2	5	27	21	60429	0
3	34	14	21	59232	0
16	46	9	41	57891	0
33	51	20	62	56676	1
6	6	35	21	56595	1
7	35	20	20	55929	0
13	39	2	21	55866	0
29	50	15	63	55902	0
37	41	16	42	57243	1
10	6	31	21	58782	0
19	42	13	24	61113	0
25	40	14	41	63210	0
60	68	8	62	66045	0
37	11	17	20	69420	0
19	17	22	22	73353	0
45	57	6	41	76926	0
76	63	5	62	81858	0
53	12	14	21	86268	0
43	23	11	20	91362	1
17	6	25	20	97527	0
11	28	18	21	105006	0
24	47	14	43	113529	0
38	47	9	42	127254	0
15	12	17	20	140277	0
24	41	19	43	155739	0
36	45	19	45	175026	0
42	40	21	42	191532	0
64	55	7	41	208452	0
38	41	8	42	247233	1
78	5	28	25	227442	0
54	46	3	21	268347	0
45	23	2	22	289839	0
47	35	8	41	315930	0
65	52	21	65	332472	0
57	25	20	24	334938	0
59	35	7	22	330960	0
44	18	13	24	327756	0
55	45	9	41	338853	0
61	41	10	42	361209	0
64	35	18	43	379776	0
88	57	4	43	384645	0
77	23	2	21	381657	0

79	35	11	44	376698	0
75	29	3	21	373980	0
83	41	4	42	370452	0
71	22	4	22	367851	0
78	41	4	41	365286	0
68	23	1	20	364242	0
79	45	20	64	365763	0
74	27	15	22	364521	0
81	41	16	42	358743	0
76	28	12	24	335883	0
72	28	6	22	331842	0
57	22	6	22	344757	0
66	40	8	42	356961	0
63	29	1	22	364710	0
63	35	8	42	365322	0
59	28	1	21	363747	0
88	63	20	82	360840	1
72	17	24	21	358347	0
101	63	2	41	352083	0
90	22	1	21	342354	0
107	51	14	64	334641	0
103	29	7	22	323823	0
109	39	10	42	316839	0
106	31	3	24	318189	0
