UTC	Source	FPS	Mbps	Latency EMA	Latency SMA	Alpha	Step	FPS Requirement	Latency Requirement

03.21.17.633	3	2.94117647058824	25.4340705882353	4002.04800696754	3961.33333333333	0.800000011920929	0.05	0	2000
03.21.18.648	3	0	0	4990.32192950289	4317	0.800000011920929	0.1	0	2000
03.21.19.666	3	0	0	4990.32192950289	4317	0.800000011920929	0.15	0	2000
03.21.20.684	3	1.96463654223969	16.9804007858546	6898.99457924454	5260.875	0.800000011920929	0.2	0	2000
03.21.21.704	3	0	0	6898.99457924454	5260.875	0.800000011920929	0.25	0	2000
03.21.22.727	3	1.95503421309873	16.8969853372434	8578.35979311663	5924.9	0.800000011920929	0.3	0	2000
03.21.23.748	3	0.979431929480901	8.48718511263467	9767.67197634546	6301.27272727273	0.800000011920929	0.35	0	2000
03.21.24.757	3	0.991080277502478	8.55272943508424	10265.5344026878	6642	0.800000011920929	0.4	0	2000
03.21.25.776	3	1.96270853778214	16.9798469087341	11841.8213842946	7392.07142857143	0.800000011920929	0.45	0	2000
03.21.26.796	3	0	0	12874.764292251	7774.8	0.800000011920929	0.5000001	0	2000
03.21.27.812	3	1.96850393700787	16.9995826771654	13458.1528671434	8139.125	0.800000011920929	0.5500001	0	2000
03.21.28.831	3	0	0	13458.1528671434	8139.125	0.800000011920929	0.6000001	0	2000
03.21.29.851	3	1.96078431372549	16.9606588235294	15170.8061240906	8924.16666666667	0.800000011920929	0.6500001	0	2000
03.21.30.861	3	1.98216055500496	17.1411377601586	16897.0722550163	9722.45	0.800000011920929	0.7000001	0	2000
03.21.31.876	3	0	0	16897.0722550163	9722.45	0.800000011920929	0.7500001	0	2000
03.21.32.898	3	1.95694716242661	16.9349354207436	18499.4028995344	10521.1818181818	0.800000011920929	0.8000001	0	2000
03.21.33.917	3	0	0	19651.8805970801	10930.6956521739	0.800000011920929	0.8500001	0	2000
03.21.34.938	3	1.9588638589618	16.932763956905	20135.9761266296	11319.2916666667	0.800000011920929	0.9000002	0	2000
03.21.35.957	3	0.98135426889107	8.4619430814524	21410.3952443162	11735.68	0.800000011920929	0.9500002	0	2000
03.21.36.975	3	0.982318271119843	8.46841650294695	22001.2790576681	12136.1923076923	0.800000011920929	1	0	2000
