DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer
-616	0	118	0	421647	1
-596	112	38	32	418137	0

-444	218	7	187	414816	0
-304	7	26	26	420594	1
-329	7	44	25	419244	0
-317	80	15	51	416823	0
-339	45	19	49	412953	0
-294	78	6	65	411351	0
-46	315	12	321	407463	1
-5	7	27	22	409623	0
23	95	20	88	406041	1
4	14	29	23	405510	1
-6	24	30	25	405465	1
-26	13	39	22	404961	0
8	67	19	47	405123	0
39	65	21	67	405825	0

76	70	24	73	406275	0
95	52	23	51	406869	0
46	151	14	142	411765	1
222	10	29	25	407418	0
255	67	10	48	408012	0
231	75	6	71	410901	0
361	64	14	72	409218	0
324	96	12	94	412278	1
432	8	29	25	410208	0
338	39	15	25	412782	0
374	69	16	70	413556	0
382	42	23	49	414132	0
418	69	23	69	414456	0
462	78	9	64	414924	0
493	65	17	73	415599	0
504	42	19	44	415788	0

528	58	5	44	416004	0
550	55	6	56	416553	0
537	90	12	96	417768	0
555	49	11	48	418020	0
593	71	10	70	418731	0
639	80	18	88	419604	0
629	123	12	117	420360	0
971	41	22	51	417255	0
976	38	11	27	417570	0
878	70	20	79	420108	0
896	51	21	52	419946	0
892	30	20	29	420297	0
805	79	12	71	420513	0
867	29	11	28	420216	0
1000	66	16	71	420477	0

899	133	19	136	421080	0
1122	23	18	22	420549	0
999	43	25	50	420279	0
1111	46	6	27	420135	0
1000	122	19	135	421350	0
1073	41	5	27	420990	0
1250	9	24	28	420711	0
1215	65	4	45	420675	0
1113	132	9	137	422124	0
1172	25	8	24	422034	0
1266	27	7	26	421422	1
1373	7	26	26	421170	0
1305	67	4	45	421647	0
1214	108	18	122	423114	0
1266	18	26	26	423042	1
1337	6	45	25	422178	0
1289	183	25	163	423744	1
1508	19	32	26	422511	0
1381	41	13	22	423240	1

1455	7	31	25	423168	0
1356	201	16	186	423312	0
1363	40	0	24	423429	0
1617	54	21	75	423852	0
1751	34	11	24	423447	0
1595	11	25	25	423699	0
1618	90	6	71	423987	0
1532	14	17	25	423402	0
1556	58	9	50	423339	0
1834	44	14	49	424140	0
1589	22	16	24	423249	0
1609	53	6	43	423060	0
1622	46	13	53	423078	0
1658	69	15	71	423141	0
1664	40	26	51	423420	0
1689	58	13	45	423492	0
1716	60	0	47	423429	0
1733	51	19	70	423546	0

1776	76	15	72	423564	0
1800	57	4	46	424275	0
1814	48	5	49	424383	0
1826	45	7	47	423969	0
1839	46	9	48	424239	0
1857	52	6	49	424707	0
1885	61	17	72	425184	0
1920	68	16	67	425643	0
1960	74	18	76	425346	0
1985	58	5	45	425229	0
2002	50	22	67	425202	0
2022	53	19	50	425085	0
2036	48	16	45	425247	0
2057	54	16	54	425364	0
2068	45	18	47	425112	0
2094	59	9	50	425031	0
2113	52	3	46	424725	0
2145	66	4	67	424536	0

2184	72	3	71	424671	0
2242	91	12	100	424401	0
2244	37	21	46	423762	0
2240	31	16	26	424050	0
2248	39	22	45	424023	0
2258	43	4	25	423681	0
2286	61	20	77	423807	0
2293	41	5	26	422817	0
2311	51	21	67	422844	0
2319	41	4	24	422772	0
2347	61	12	69	422637	0
2370	57	24	69	423402	0
2393	56	18	50	424113	0
2438	78	8	68	423987	0
2449	46	11	49	423654	0
2486	70	15	74	423861	0
2493	39	20	44	424050	0
2525	66	21	67	424950	0
2535	43	23	45	427326	0

2562	60	12	49	436092	0
2551	56	8	52	410793	0
2586	67	14	73	405582	0
2589	38	22	46	408192	0
2601	45	22	45	408417	0
2603	102	14	94	414762	0
2615	45	18	49	419001	0
2554	73	13	68	444498	0
2983	29	9	25	431502	0
2841	24	12	27	410370	0
2871	64	0	52	412656	0
2787	83	15	98	442050	0
2679	58	4	47	450852	0
2931	19	8	23	426228	0
2822	91	7	90	449682	0
2933	44	11	48	445416	0
3052	19	16	24	434643	0

2872	153	22	159	462021	0
2947	42	7	27	458619	0
3160	46	5	44	447261	0
3069	9	26	30	454506	0
2991	122	0	96	470427	0
3015	58	9	67	471786	0
3236	21	14	26	457107	0
3161	25	15	26	465261	0
3079	117	9	111	473343	0
3099	53	21	65	474036	0
3240	41	4	24	472119	0
3382	43	8	47	468375	0
3162	80	22	94	477150	0
3211	82	14	74	478077	0
3346	35	21	42	475917	0
3485	38	9	26	473523	0
3301	50	11	52	478392	0
3314	80	23	92	478014	0

3347	67	7	51	477348	0
3588	41	11	45	476502	0
3442	87	16	92	477429	0
3431	56	7	47	470688	0
3448	50	23	66	466323	0
3483	68	21	66	466827	1
3731	15	29	23	477807	0
3506	75	0	46	496950	0
3543	70	20	90	504915	0
3603	94	16	90	512592	1
3845	8	30	22	476214	0
3629	84	22	76	511071	0
3703	108	9	95	509973	0
3727	57	26	74	510873	1
3969	9	44	27	479445	0
3818	149	4	109	506562	0

3845	61	12	69	502998	0
3873	60	23	71	494313	1
4112	6	40	23	514833	0
3917	104	5	69	471219	0
3961	78	17	90	460149	0
4264	103	10	96	509658	0
4051	21	15	26	452418	0
4190	39	0	24	482766	0
4090	66	22	88	442779	0
4106	50	18	46	440124	0
4152	79	10	71	435696	0
4156	71	5	66	435669	0
4182	59	12	66	434157	0
4217	68	15	71	433050	0
4473	22	17	24	447657	0

4267	128	23	134	432069	1
4314	15	33	25	432186	0
4297	49	8	24	431403	0
4546	15	17	24	435579	0
4361	116	14	113	432186	0
4373	46	12	44	430692	0
4385	45	16	49	429747	1
4628	9	31	24	432780	0
4456	129	10	108	426012	0
4465	42	17	49	424887	0
4482	50	16	49	425571	0
4732	16	26	26	433401	0
4515	84	8	66	432762	0
4533	51	5	48	435255	0
4576	77	20	92	439836	1
4817	6	39	25	426678	0
4753	71	17	49	427776	0
4650	62	7	52	453516	0
4673	57	16	66	462030	0
4689	49	14	47	470643	0

4726	104	0	90	494709	0
4765	71	21	92	498003	0
4795	64	6	49	496248	1
5034	6	26	26	446019	0
4830	129	11	114	496077	0
5056	26	10	25	484665	0
4841	119	15	124	498417	0
4867	59	8	52	498687	0
5151	83	13	88	493845	0
5073	56	4	47	498291	0
5144	38	14	48	497805	0
5353	76	8	70	494331	0
5095	8	26	26	498903	0
5126	65	9	48	498372	0
5153	60	0	51	498435	0

5174	54	23	77	498390	0
5222	82	9	68	498489	0
5263	74	4	69	498228	0
5283	53	24	73	498039	0
5308	59	12	47	498084	0
5348	73	10	71	498120	0
5384	69	12	71	497850	0
5405	56	0	44	498165	0
5440	67	0	67	497832	0
5469	62	14	76	498561	0
5503	69	11	66	497940	0
5556	85	20	94	496752	0
5599	77	16	73	496806	0
5623	57	9	50	496221	0
5649	59	0	50	496581	0

5693	76	12	88	496950	0
5729	70	12	70	497571	0
5754	58	0	46	496338	0
5786	66	21	87	493485	0
5817	65	7	51	490398	0
5844	59	23	75	491262	0
5875	64	4	45	492612	0
5904	64	8	68	494583	0
5928	56	27	75	495159	0
5943	49	4	26	495888	0
5985	76	23	95	495492	0
6007	55	19	51	496455	0
6035	61	4	46	496464	0
6055	54	20	70	496365	0
6078	56	15	51	496500	0
6105	60	23	68	496311	0
6131	60	14	51	496608	0

6165	67	17	70	495519	0
6197	65	22	70	495807	0
6433	270	18	266	496518	0
6780	380	21	383	495384	1
6762	15	33	27	495474	3
6733	6	51	24	494394	3
6718	17	59	25	494358	2
6695	10	73	24	494016	1
6672	11	85	23	493458	0
6724	85	26	26	493530	0
6751	60	15	49	493116	0

6786	69	0	54	494367	0
6817	63	6	69	494502	0
6827	44	11	49	495168	0
6871	78	24	91	495195	0
6893	54	17	47	495006	0
6930	71	17	71	494961	0
6969	73	11	67	495096	0
6994	57	22	68	495339	0
7036	76	14	68	495429	0
7068	66	21	73	495474	0
7101	66	6	51	495789	0
7128	60	18	72	496473	0
7144	50	15	47	496545	0
7175	64	0	49	496635	0
7207	65	21	86	497112	0
7226	53	17	49	497283	0

7270	77	8	68	496590	0
7287	50	7	49	496122	0
7324	71	5	69	496464	0
7362	71	0	66	497418	0
7387	58	11	69	496752	0
7420	67	15	71	497238	0
7461	74	11	70	497904	0
7494	66	8	63	498165	0
7525	66	8	66	497715	0
7556	63	15	70	497013	0
7589	66	24	75	497220	0
7623	68	21	65	496581	0
7665	75	15	69	496581	0
7713	81	6	72	496284	0
7753	73	5	72	496032	0

7788	68	3	66	497040	0
7830	76	24	97	496671	0
7871	74	14	64	496887	0
7907	69	14	69	496590	0
7933	61	19	66	496824	0
7956	56	6	43	496662	0
7989	66	8	68	496473	0
8006	50	4	46	496329	0
8057	85	14	95	495258	0
8095	71	9	66	495438	0
8122	60	13	64	495402	0
8135	47	12	46	495483	0
8169	67	17	72	495222	0
8211	75	11	69	495267	0
8245	68	9	66	495060	0

8272	60	24	75	494718	0
8298	59	11	46	494772	0
8338	74	9	72	494781	0
8362	57	23	71	494331	0
8410	82	18	77	494664	0
8426	49	12	43	494169	0
8474	81	21	90	492198	0
8490	49	24	52	491010	0
8518	62	9	47	492045	0
8548	63	18	72	493395	0
8577	62	5	49	493602	0
8602	59	19	73	493989	0
8648	79	13	73	493053	0
8687	73	7	67	493197	0
8715	61	16	70	491802	0

8768	85	4	73	492027	0
8791	57	15	68	491838	0
8815	58	7	50	492819	0
8842	60	19	72	493449	0
8897	88	23	92	493395	0
8939	76	13	66	493296	0
8968	62	27	76	494898	0
9004	69	10	52	494754	0
9044	74	4	68	488841	0
9062	51	22	69	480786	0
9090	61	9	48	475467	0
9115	59	18	68	470940	0
9153	71	18	71	465027	0
9183	63	8	53	464298	0
9208	59	24	75	463974	0

9225	50	20	46	463722	0
9255	63	6	49	462822	0
9279	58	15	67	461796	0
9292	46	20	51	461868	0
9312	53	17	50	460221	0
9319	41	24	48	458601	0
9357	71	21	68	456657	0
9374	51	18	48	455946	0
9397	57	17	56	453390	0
9415	50	16	49	450663	0
9440	59	5	48	452706	0
9465	59	15	69	453417	0
9500	67	17	69	452247	0
9506	39	5	27	449097	0
9539	66	10	71	445569	0
9543	38	20	48	440844	0
9567	57	16	53	433554	0
9583	49	13	46	425733	0
9607	57	21	65	419937	0

9621	48	21	48	419262	0
9641	54	17	50	419613	0
9667	59	6	48	420306	0
9608	74	21	89	422709	0
9624	50	19	48	423411	0
9631	40	5	26	424437	0
9658	60	15	70	423654	0
9672	48	16	49	424455	0
9708	102	9	95	424545	0
9724	50	9	50	425130	0
9723	132	15	138	425436	0
10226	36	25	46	421170	0
10246	54	17	46	422088	0
9950	37	4	24	424914	0
10076	26	22	44	425085	0
9961	52	15	45	425121	0

9898	103	22	110	429009	1
10016	18	28	24	425670	1
10144	28	23	23	426147	0
10025	48	24	49	425175	0
9982	24	22	22	428307	1
10090	8	38	24	425454	0
9981	56	4	22	427254	0
9998	51	22	69	425472	0
10012	47	23	48	425580	0
10168	57	14	48	425139	0
10056	55	4	45	445110	0
10101	78	20	94	459699	0
10122	54	12	46	473496	0
10257	35	21	44	435210	0
10182	125	8	112	495069	0
10223	8	24	24	491865	0
10215	59	8	43	496185	0
10281	166	22	180	494826	0
10510	29	17	24	485007	0
10361	17	22	22	494106	0
10339	45	5	28	495276	0

10368	129	7	131	494808	0
10447	46	9	48	494880	0
10428	47	8	46	493773	0
10670	8	28	28	495267	0
10483	115	9	96	494187	0
10498	50	5	46	494079	0
10542	75	24	94	493944	1
10792	16	30	22	494907	0
10593	101	19	90	494349	0
10605	46	21	48	494052	0
10633	61	8	48	494313	0
10883	17	17	26	494232	0
10801	51	14	48	494178	0
10713	80	5	71	493611	0
10743	62	10	67	492873	0
10760	50	4	44	493062	0

10794	101	19	116	492126	0
10829	68	24	73	491793	0
10886	91	22	89	492567	1
11129	10	39	27	494304	0
10952	156	20	137	490929	0
11181	29	15	24	492549	0
11045	30	11	26	491028	0
11028	50	9	48	490200	0
11060	99	18	108	488427	0
11086	59	7	48	490686	0
11121	68	4	65	492675	0
11362	8	25	29	491847	0
11166	104	11	90	494376	0
11194	61	21	71	494358	0
11452	58	9	46	487554	0
11235	17	16	24	494340	0

11269	100	8	92	493881	0
11443	8	26	26	493872	0
11303	60	16	50	494286	0
11336	66	20	70	493413	0
11388	119	14	113	492513	0
11409	55	7	48	492162	0
11429	53	9	55	491541	0
11672	9	27	27	493998	0
11480	108	8	89	492189	0
11491	45	10	47	493197	0
11519	61	18	69	493395	1
11761	8	35	25	492432	0
11698	71	11	47	492657	0
