DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer
201	0	34	0	390198	1
219	34	35	35	390018	0
216	97	11	73	390333	0
343	60	4	53	390252	0
364	54	0	50	389667	0
438	140	18	158	390612	0
556	218	6	206	390567	0
701	78	12	84	390405	0
668	167	7	162	390783	0
776	8	25	26	390855	0
777	35	14	24	390792	0
770	26	15	27	390639	0
918	15	26	26	390288	0
917	233	15	222	390540	0
900	49	10	44	390711	0
1010	10	30	30	391026	0
973	30	23	23	390702	0
1004	130	9	116	390477	0
990	20	13	24	390396	0
1121	64	20	71	390378	0
1133	112	0	92	390720	0
1134	34	13	47	390594	0
1307	207	12	206	390261	0
1307	33	4	25	390513	0

1455	181	7	184	390504	0
1449	29	23	45	390774	0
1603	187	17	181	389982	0
1602	32	10	25	390153	0
1629	61	17	68	389577	0
1743	147	4	134	389505	0
1864	154	14	164	389730	0
1864	33	3	22	390063	0
1865	33	17	47	390063	0
1861	30	9	22	389604	0

1976	148	13	152	389595	0
1980	38	20	45	390189	1
1963	16	32	28	389694	0
1978	49	7	24	389757	0
2007	62	12	67	389595	0
2014	40	17	45	389262	0
2126	146	3	132	389604	0
2128	35	13	45	389154	0
2130	35	24	46	389766	0
2219	156	0	132	392520	0
2203	51	14	65	389874	0
2206	36	22	44	387129	0
2465	126	7	111	390405	0
2318	20	12	25	383979	1
2427	8	27	23	392025	0
2336	76	19	68	393636	0
2336	33	11	25	390999	0
2348	46	13	48	384042	0

2338	56	9	52	378777	1
2513	9	23	23	386634	0
2485	172	12	161	380694	0
2468	15	21	24	378534	1
2577	10	34	23	377463	1
2440	29	30	25	368058	0
2548	142	18	130	361965	0
2573	58	5	45	355845	1
2678	5	26	26	372963	1
2532	21	31	26	353406	0
2640	142	4	115	352110	0
2636	29	22	47	349293	1
2754	17	28	23	354351	0
2620	33	16	21	349374	0
2610	24	16	24	350769	0
2613	36	4	24	352065	0
2723	10	20	26	349590	0
2597	41	4	25	356061	0
2717	153	4	153	357690	0

2718	34	15	45	358428	1
2834	15	25	25	354180	0
2705	39	8	22	358806	0
2695	23	12	27	359742	0
2784	123	9	120	360381	1
2893	9	23	23	358068	0
2764	37	11	25	363072	0
2759	29	6	24	363207	0
2830	104	8	106	363225	0
2938	8	22	22	360966	0
2807	36	8	22	363621	0
2793	19	11	22	361542	0
2790	30	6	25	362721	0
2906	16	12	22	362937	0
2805	66	16	70	367608	0
2822	50	16	50	369786	0
2832	44	23	51	369849	1
2940	8	42	27	364629	0
2879	105	4	67	371217	0
2888	43	7	46	371487	0
2999	44	8	45	370146	0
2916	17	17	26	372027	0
2920	71	14	68	371766	0

2931	44	13	43	372351	0
3042	44	20	51	372090	1
2958	15	31	26	371289	0
2944	54	0	23	371100	0
2959	48	21	69	371037	0
3092	66	23	68	371217	1
3003	12	35	24	371010	0
3012	75	8	48	371064	0
3025	47	7	46	370767	0
3003	78	22	93	370794	0
3021	52	15	45	370623	0
3032	43	19	47	370191	0
3049	51	14	46	370353	1
3330	14	21	21	370632	1
3236	8	40	27	371109	0
3254	49	14	23	370758	0
3115	29	7	22	370569	0
3125	42	15	50	370209	0
3140	49	11	45	369732	0
3150	43	18	50	367725	0
3167	49	16	47	366717	0
3184	51	12	47	366330	0
3185	35	21	44	369462	0

3223	71	17	67	369237	0
3220	31	8	22	368436	0
3225	38	16	46	365277	0
3253	61	25	70	363306	0
3262	43	5	23	358788	0
3265	36	15	46	351750	0
3267	35	6	26	343992	0
3284	51	21	66	340113	0
3286	36	12	27	336639	0
3292	37	0	25	335685	0
3311	53	17	70	334758	0
3324	47	15	45	336450	0
3335	44	16	45	337215	0
3335	34	8	26	338754	0
3348	46	5	43	341229	0
3350	35	17	47	340635	0
3363	46	18	47	333165	0
3377	48	19	49	326424	0
3382	37	6	24	322014	0
3393	45	8	47	318801	0
3398	39	15	46	317550	0
3392	27	12	24	314724	0
3408	50	6	44	312294	0
3409	33	16	43	312429	0
3415	40	0	24	314166	0

3424	43	4	47	315597	0
3423	32	20	48	317271	0
3427	37	6	23	319062	0
3425	31	22	47	319719	0
3432	41	4	23	319584	0
3442	43	9	48	319440	0
3438	29	6	26	318072	0
3445	41	13	48	317874	0
3443	31	7	25	315669	0
3439	30	22	45	313869	0
3449	43	23	44	311817	0
3478	62	10	49	310467	0
3489	45	13	48	309432	0
3485	29	12	28	310710	0
3484	32	4	24	313671	0
3494	43	8	47	315741	0
3496	35	0	27	317505	0
3492	30	18	48	323085	0
3508	49	15	46	334821	0
3526	52	9	46	346953	0
3530	37	18	46	361776	0
3557	61	7	50	376932	0
3573	49	5	47	392313	0
3583	43	5	43	401880	0

3596	47	23	65	404526	0
3607	44	22	43	406164	0
3617	43	0	21	405111	0
3635	52	19	71	400683	0
3648	46	18	45	398595	0
3678	63	21	66	395346	0
3685	41	4	24	392016	0
3692	40	16	52	388443	0
3713	54	8	46	383421	0
3718	39	16	47	379884	0
3736	51	15	50	376635	0
3759	57	5	47	375150	0
3780	54	20	69	374754	0
3796	48	16	44	375447	0
3800	37	6	27	375897	0
3820	54	22	70	375960	0
3822	36	9	23	376437	0
3844	55	25	71	376788	0
3832	89	4	68	376905	0
3834	35	15	46	376959	0

3877	76	17	78	376752	0
3876	32	10	25	376419	0
3911	136	9	135	375600	0
3910	32	0	23	375699	0
4228	17	8	25	377031	0
4243	52	0	44	376959	0
4086	7	19	26	376005	0
4128	75	11	67	375933	0
4032	71	15	75	375357	0
4035	36	27	48	375132	1
4143	8	46	27	375123	0
4156	46	23	23	375627	1
4064	8	42	27	374655	0
4076	79	11	48	372360	0
4076	34	6	29	370866	0
4199	56	17	67	374115	1
4116	17	25	25	369714	0
4116	66	8	49	368625	0
4129	47	12	51	368220	0
4131	35	20	43	367968	1
4247	16	26	22	369165	0
4147	33	21	28	368481	0
4159	46	21	46	369273	0

4164	38	9	26	369624	0
4200	69	8	68	369561	0
4213	47	6	45	369183	0
4218	38	18	50	370497	0
4228	43	24	49	370380	0
4243	49	25	50	369615	0
4257	80	14	69	368868	0
4267	44	13	43	370137	0
4221	54	5	46	369057	0
4220	32	17	44	364881	0
4359	40	23	46	370029	1
4478	17	31	25	369210	0
4256	79	22	70	358437	0
4260	38	9	25	356385	0
4395	35	0	26	362037	0
4513	18	8	26	370920	0
4337	57	0	49	354900	0
4454	17	11	28	360156	0
4325	37	23	49	356133	0
4330	38	7	22	355791	0
4373	76	23	92	355395	1
4481	9	38	24	355242	0
4368	53	8	23	354837	0

4374	40	13	45	354423	0
4409	68	13	68	354153	0
4532	23	16	26	355251	0
4409	44	18	46	353874	0
4426	50	14	46	354270	0
4467	75	7	68	354405	0
4582	15	20	28	354018	0
4452	36	10	26	354900	0
4452	34	0	24	355485	0
4476	57	14	71	355809	0
4590	14	28	28	354513	0
4471	48	7	27	356043	0
4469	31	21	45	355881	0
4482	46	21	46	355350	0
4639	57	8	44	355953	0
4519	47	5	44	356169	0
4539	53	21	69	357438	0
4540	35	14	28	358806	0
4681	41	18	45	355161	0
4557	42	23	47	361200	0
4572	49	22	48	364890	0
4596	58	12	48	369714	0
4734	37	21	46	360525	0

4630	63	7	49	379281	0
4630	33	20	46	383502	0
4647	53	11	44	392664	0
4784	35	21	45	373458	0
4688	69	23	71	392106	0
4693	38	9	24	387804	0
4717	59	16	66	387579	0
4854	37	3	24	396732	0
4748	60	13	70	383394	0
4770	56	0	43	381252	0
4784	47	21	68	379812	0
4923	39	8	26	385194	0
4820	64	11	67	375663	0
4837	50	12	51	374700	0
4865	61	24	73	373089	0
4996	31	26	33	377310	0
4883	54	17	45	367734	0
4890	39	23	45	365511	0
4906	51	17	45	363171	0
5040	34	9	26	370317	0
4915	41	14	46	359472	0

4939	58	4	48	358320	0
4948	42	10	48	358059	0
5082	34	20	44	361434	0
4985	70	17	67	358446	0
5000	48	20	51	359121	0
5007	40	7	27	359166	0
5122	15	17	25	357996	0
5031	76	10	69	357294	0
5033	35	20	45	357321	0
5035	36	10	26	357177	0
5161	26	9	25	358428	0
5066	71	4	66	357384	0
5075	42	9	47	357555	0
5091	49	4	44	357906	0
5201	11	16	23	357033	0
5087	53	12	49	358392	0
5075	88	15	91	358599	0
5092	49	16	50	358689	0
5100	41	20	45	358563	0
5114	49	14	43	358932	0
5118	37	23	46	358923	0

5142	56	11	44	358923	0
5370	28	7	24	358545	1
5477	7	27	27	358167	1
5157	15	35	23	359049	0
5169	45	12	22	358941	0
5182	46	17	51	359121	0
5199	51	13	47	358905	0
5209	43	14	44	358977	0
5213	37	22	45	358977	0
5225	46	0	24	358959	0
5238	46	22	68	358716	0
5247	42	5	25	358617	0
5264	51	26	72	358311	0
5265	34	15	23	357906	0
5280	48	14	47	357960	0
5298	52	5	43	357852	0
5302	37	14	46	357816	0
5313	45	12	43	357582	0
5330	50	7	45	357681	0
5336	38	17	48	357744	0
5346	43	25	51	358239	0
5359	48	22	45	358356	0
5379	53	14	45	358959	0
5382	36	23	45	359985	0

5407	59	13	49	360633	0
5424	49	12	48	361758	0
5439	49	12	49	363297	0
5467	61	15	64	364269	0
5485	52	12	49	363189	0
5488	36	23	47	362001	0
5500	46	5	28	361551	0
5510	43	5	43	362073	0
5528	51	22	68	361254	0
5549	55	17	50	360111	0
5560	44	20	47	358500	0
5551	24	19	23	357258	0
5564	47	18	46	355674	0
5572	41	21	44	354945	0
5581	42	22	43	353802	0
5581	34	14	26	353064	0
5600	52	9	47	352416	0
5618	51	9	51	352137	0
5628	44	13	48	351867	0
5638	44	14	45	351552	0
5637	32	3	21	351480	0
5662	59	12	68	350931	0
5668	39	16	43	350850	0

5674	39	22	45	350499	0
5701	61	7	46	350103	0
5694	25	4	22	350049	0
5711	50	23	69	350076	0
5718	40	6	23	350004	0
5722	38	18	50	349842	0
5738	49	14	45	349464	0
5761	56	21	63	349509	0
5761	34	11	24	349788	0
5770	41	19	49	349239	0
5787	52	13	46	349347	0
5818	64	18	69	349446	0
5818	33	11	26	349464	0
5821	37	20	46	349293	0
5820	32	14	26	349779	0
5823	36	21	43	350049	0
5830	41	5	25	349689	0
5838	41	12	48	350004	0
5845	40	20	48	350067	0
5849	38	7	25	349977	0
5859	43	7	43	350157	0
5878	51	4	48	349716	0
5871	28	24	48	349923	0

5872	33	16	25	349716	0
5886	47	19	50	349923	0
5892	40	3	24	349608	0
5894	36	14	47	349527	0
5909	48	19	53	349545	0
5919	43	22	46	349833	0
5937	51	13	42	349446	0
5932	29	8	24	349770	0
5969	70	4	66	349581	0
5954	19	7	22	349752	0
5960	39	13	45	349752	0
6001	75	9	71	349554	0
5983	15	17	23	349545	0
5986	36	4	23	349824	0
5991	39	7	42	349860	0
5998	40	17	50	349770	0
6010	45	18	46	349887	0
6021	45	17	44	349797	0
6043	55	9	47	349941	0
6053	43	15	49	349770	0
6063	44	17	46	350031	0
6064	34	4	21	350103	0
6071	40	12	48	350211	0
6079	42	21	51	349689	0
