DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer	RemotePort	LocalPort
192	0	1	0	390206	0	54082	48004
211	35	8	42	390026	0	54081	48003
211	100	5	97	390341	0	54082	48004
339	61	4	60	390260	0	54080	48002
357	51	7	54	389675	0	54079	48001
430	139	8	140	390620	0	54078	48000
552	222	4	218	390575	0	54082	48004
696	77	5	78	390413	0	54078	48000

662	166	6	167	390791	0	54082	48004
771	9	5	8	390863	0	54081	48003
773	36	4	35	390800	0	54080	48002
764	24	6	26	390647	0	54079	48001
912	15	6	15	390296	0	54078	48000
907	229	10	233	390548	0	54080	48002
894	53	6	49	390719	0	54082	48004
1001	7	9	10	391034	0	54081	48003
969	35	4	30	390710	0	54079	48001
997	127	7	130	390485	0	54080	48002
986	23	4	20	390404	0	54082	48004
1116	63	5	64	390386	0	54081	48003
1130	114	3	112	390728	0	54078	48000
1132	35	2	34	390602	0	54078	48000

1298	200	9	207	390269	0	54078	48000
1298	33	9	33	390521	0	54078	48000
1452	187	3	181	390512	0	54078	48000
1441	24	8	29	390782	0	54078	48000
1600	192	3	187	389990	0	54078	48000
1595	28	7	32	390161	0	54078	48000
1622	61	7	61	389585	0	54078	48000
1737	148	6	147	389513	0	54078	48000
1858	154	6	154	389738	0	54078	48000
1858	33	6	33	390071	0	54078	48000
1859	33	6	33	390071	0	54078	48000
1860	35	1	30	389612	0	54078	48000

1969	142	7	148	389603	0	54078	48000
1971	36	9	38	390197	0	54078	48000
1961	23	2	16	389702	0	54078	48000
1975	48	3	49	389765	0	54078	48000
2003	61	4	62	389603	0	54078	48000
2011	41	3	40	389270	0	54078	48000
2122	145	4	146	389612	0	54078	48000
2125	36	3	35	389162	0	54078	48000
2122	30	8	35	389774	0	54078	48000
2211	156	8	156	392528	0	54082	48004
2201	57	2	51	389882	0	54080	48002
2199	31	7	36	387137	0	54079	48001
2463	131	2	126	390413	0	54078	48000
2315	19	3	20	383987	0	54082	48004
2425	9	2	8	392033	0	54081	48003

2332	74	4	76	393644	0	54080	48002
2333	34	3	33	391007	0	54079	48001
2346	47	2	46	384050	0	54082	48004
2332	52	6	56	378785	1	54080	48002
2502	4	11	9	386642	0	54081	48003
2472	170	13	172	380702	0	54079	48001
2467	27	1	15	378542	0	54082	48004
2569	3	8	10	377471	0	54081	48003
2437	34	3	29	368066	0	54080	48002
2546	143	2	142	361973	0	54079	48001
2568	55	5	58	355853	1	54082	48004
2670	2	8	5	372971	0	54081	48003
2525	22	7	21	353414	0	54080	48002
2635	144	5	142	352118	0	54079	48001
2631	29	5	29	349301	0	54082	48004
2750	18	4	17	354359	0	54081	48003
2612	29	8	33	349382	0	54080	48002
2606	28	4	24	350777	0	54079	48001
2604	31	9	36	352073	0	54082	48004
2720	16	3	10	349598	0	54081	48003
2592	39	5	41	356069	0	54080	48002

2715	156	2	153	357698	0	54079	48001
2705	23	13	34	358436	0	54082	48004
2826	20	8	15	354188	0	54081	48003
2697	39	8	39	358814	0	54080	48002
2689	25	6	23	359750	0	54079	48001
2779	124	5	123	360389	0	54082	48004
2891	12	2	9	358076	0	54081	48003
2757	32	7	37	363080	0	54080	48002
2756	33	3	29	363215	0	54079	48001
2824	101	6	104	363233	0	54082	48004
2933	9	5	8	360974	0	54081	48003
2801	35	6	36	363629	0	54080	48002
2789	21	4	19	361550	0	54079	48001
2789	33	1	30	362729	0	54082	48004
2899	10	7	16	362945	0	54081	48003
2803	71	2	66	367616	0	54080	48002
2816	46	6	50	369794	0	54079	48001
2830	48	2	44	369857	0	54082	48004
2936	6	4	8	364637	0	54081	48003
2876	106	3	105	371225	0	54080	48002
2882	40	6	43	371495	0	54079	48001
2994	45	5	44	370154	0	54081	48003
2914	20	2	17	372035	0	54082	48004

2913	66	7	71	371774	0	54080	48002
2929	49	2	44	372359	0	54079	48001
3035	39	7	44	372098	0	54081	48003
2954	18	4	15	371297	0	54082	48004
2942	56	2	54	371108	0	54080	48002
2956	47	3	48	371045	0	54079	48001
3088	65	4	66	371225	0	54081	48003
2997	10	3	9	371018	0	54082	48004
3006	75	6	78	371072	0	54080	48002
3024	52	1	47	370775	0	54079	48001
3000	76	3	78	370802	0	54080	48002
3014	48	7	52	370631	0	54079	48001
3029	47	3	43	370199	0	54078	48000
3042	47	7	51	370361	0	54078	48000
3325	16	5	14	370640	0	54081	48003
3233	10	3	8	371117	0	54082	48004
3247	45	7	49	370766	0	54082	48004
3109	30	6	29	370577	0	54078	48000
3117	40	8	42	370217	0	54078	48000
3134	51	6	49	369740	0	54078	48000
3146	45	4	43	367733	0	54078	48000
3165	51	2	49	366725	0	54078	48000

3177	46	7	51	366338	0	54078	48000
