DelayToEnqueue	DeltaEnqueue	QueueDelay	DeltaDequeue	FrameSize	Buffer	RemotePort	LocalPort
-625	0	4	0	421655	0	54059	48004
-601	116	5	117	418145	0	54059	48004
-448	219	4	218	414824	0	54059	48004
-308	7	4	7	420602	0	54058	48003
-334	6	5	7	419252	0	54057	48002
-321	81	4	80	416831	0	54056	48001
-342	46	3	45	412961	0	54055	48000
-298	77	4	78	411359	0	54055	48000

-47	318	1	315	407471	0	54059	48004
-7	6	2	7	409631	0	54055	48000
15	89	8	95	406049	0	54058	48003
-3	15	7	14	405518	0	54057	48002
-10	27	4	24	405473	0	54056	48001
-32	11	6	13	404969	0	54059	48004
1	66	7	67	405131	0	54058	48003
34	67	4	64	405833	0	54057	48002
74	73	2	71	406283	0	54056	48001
91	50	4	52	406877	0	54059	48004
38	147	8	151	411773	0	54055	48000
212	8	10	10	407426	0	54058	48003
253	75	2	67	408020	0	54057	48002
227	73	4	75	410909	0	54056	48001
357	64	4	64	409226	0	54058	48003
316	92	8	96	412286	0	54055	48000
425	9	7	8	410216	0	54057	48002
334	42	4	39	412790	0	54055	48000

364	63	10	69	413564	0	54055	48000
375	45	6	41	414140	0	54055	48000
410	68	8	70	414464	0	54055	48000
451	75	11	78	414932	0	54055	48000
484	67	9	65	415607	0	54055	48000
499	46	4	41	415796	0	54055	48000
519	54	9	59	416012	0	54055	48000
547	61	3	55	416561	0	54055	48000
534	90	3	90	417776	0	54059	48004
553	50	2	49	418028	0	54058	48003
587	67	6	71	418739	0	54057	48002
635	82	4	80	419612	0	54056	48001
622	120	7	123	420368	0	54056	48001
964	41	7	41	417263	0	54055	48000
971	40	5	38	417578	0	54055	48000

872	69	6	70	420116	0	54059	48004
888	49	8	51	419954	0	54058	48003
887	33	5	30	420305	0	54057	48002
800	79	5	79	420521	0	54056	48001
862	29	5	29	420224	0	54057	48002
992	63	8	66	420485	0	54059	48004
894	136	5	133	421088	0	54056	48001
1114	20	8	23	420557	0	54058	48003
995	47	4	43	420287	0	54057	48002
1108	47	3	46	420143	0	54059	48004
990	115	10	122	421358	0	54056	48001
1069	47	4	41	420998	0	54057	48002
1249	12	1	9	420719	0	54058	48003
